,L,u,v,col
437,7504.77010362016,-1208.7617742497,-2411.81221619998,lightsteelblue
438,8382.45915748547,-1352.65573858147,-2707.11783729705,lightsteelblue1
439,7928.53298085755,-1306.059880778,-2568.4597752603895,lightsteelblue2
440,7037.654930410991,-1160.80867800965,-2268.9388694794197,lightsteelblue3
441,5161.52099374956,-855.123300635382,-1636.7267153048301,lightsteelblue4
442,9281.21666982689,168.240937386768,2267.33305572985,lightyellow
443,9281.21666982689,168.240937386768,2267.33305572985,lightyellow1
444,8781.9565866524,159.54250282337,2150.1068412006503,lightyellow2
445,7791.898865079051,141.665868551086,1909.18876002307,lightyellow3
446,5706.42430613578,104.024833244441,1401.91172669046,lightyellow4
447,7036.99899945371,-6347.7667253927,8117.7152421888095,limegreen
448,8943.40710339456,637.228437470101,874.284205620704,linen
449,6155.3424534884,8603.59674812743,-11002.5386063001,magenta
450,6155.3424534884,8603.59674812743,-11002.5386063001,magenta1
451,5824.02114054136,8140.49416818227,-10410.309081406,magenta2
452,5166.85267388318,7221.940484868041,-9235.63497027641,magenta3
453,3782.5851023843297,5287.0879455204995,-6761.28727769047,magenta4
454,4442.71963432171,9774.978847678209,-546.470778329014,maroon
455,5967.357980546861,11886.218272698201,-4351.7042449858,maroon1
456,5642.96499880448,11262.923399628,-4122.37633578409,maroon2
457,5004.77159975432,9992.237356597941,-3677.76497143461,maroon3
458,3666.4113195038703,7288.35835417143,-2722.2464307281302,maroon4
459,7277.3389534341295,-4653.237071830471,1911.17164760999,mediumaquamarine
460,3252.1980557954,-974.486308970367,-13132.8620429953,mediumblue
461,5434.1755850972995,4351.40750207174,-8731.3266067699,mediumorchid
462,6307.2283804464005,5036.16039931599,-10223.933618188,mediumorchid1
463,5964.4310771636,4766.84052477728,-9685.05227938784,mediumorchid2
464,5293.56818216866,4221.975384367271,-8584.606356101871,mediumorchid3
465,3866.4277403215206,3107.7189697920003,-6316.68944585425,mediumorchid4
466,5513.21304636352,883.573976853759,-9013.93479858669,mediumpurple
467,6219.94499688473,1004.05406494461,-10215.3957739323,mediumpurple1
468,5874.059093913571,930.7005544130819,-9702.13495075425,mediumpurple2
469,5207.47809793233,836.086041126147,-8621.127688927729,mediumpurple3
470,3823.5894220692603,599.5741660580651,-6272.11789317256,mediumpurple4
471,6397.64983954974,-5115.98196777356,4238.911531717779,mediumseagreen
472,5279.71707987305,-193.168759692697,-11592.070932469,mediumslateblue
473,8298.58159733667,-7378.37769077827,5729.80294152041,mediumspringgreen
474,7385.892515543001,-5275.91038306666,-700.947264957278,mediumturquoise
475,4789.44095171807,10473.2514309851,-3263.0799863619895,mediumvioletred
476,2213.80525544714,-585.834541879904,-7895.11781510734,midnightblue
477,9269.24261079616,-522.581074593253,262.451030624934,mintcream
478,8718.99382017119,1627.71223913423,570.579185082257,mistyrose
479,8718.99382017119,1627.71223913423,570.579185082257,mistyrose1
480,8254.21196766829,1528.9288706182099,552.291891302008,mistyrose2
481,7313.8422917752005,1382.3749762092002,450.990702151179,mistyrose3
482,5378.09525223266,952.523205617789,370.529315109481,mistyrose4
483,8640.74370303862,1977.9294014467603,3643.8393061158204,moccasin
484,8503.576694587891,2411.57643526422,3833.6586039692897,navajowhite
485,8503.576694587891,2411.57643526422,3833.6586039692897,navajowhite1
486,8041.280858781791,2298.33181798643,3646.4450490191207,navajowhite2
487,7150.38325937269,1990.21742631005,3252.34182408761,navajowhite3
488,5227.28015766233,1485.82351441448,2377.17588068632,navajowhite4
489,2226.48377205853,-667.142011584868,-8990.8743925687,navy
490,2226.48377205853,-667.142011584868,-8990.8743925687,navyblue
491,9068.318113925841,548.495687692806,1215.9654650564698,oldlace
492,5478.30775188236,-1954.7948095100198,5992.74640415419,olivedrab
493,8758.09348317409,-3134.09464644556,9597.42208761818,olivedrab1
494,8286.11100974692,-2976.36906768951,9078.93616791327,olivedrab2
495,7351.005108876519,-2650.82004890121,8054.56948607864,olivedrab3
496,5386.60960774488,-1905.770715878,5895.99643159807,olivedrab4
497,7238.0874211726405,7781.536573790179,7055.51076253391,orange
498,7238.0874211726405,7781.536573790179,7055.51076253391,orange1
499,6848.66154445175,7362.725991368391,6675.925675543001,orange2
500,6083.23271882706,6498.55638097376,5934.8237993944895,orange3
501,4450.4831725287895,4776.1514089161,4339.25389308272,orange4
502,5846.665453796159,16243.504396708799,4488.09550237243,orangered
503,5846.665453796159,16243.504396708799,4488.09550237243,orangered1
504,5528.48009282312,15395.5157075103,4239.46619219957,orangered2
505,4903.5003603899395,13666.2979730686,3758.84338444599,orangered3
506,3586.9059292294396,10024.830096891099,2746.19159502292,orangered4
507,6205.040097090489,5467.094203945,-6499.1952848928395,orchid
508,7034.71830286021,6208.96213482073,-7343.54055351295,orchid1
509,6651.06890805038,5895.78932451263,-6934.34948604349,orchid2
510,5900.778835163371,5225.20459076033,-6183.32569052928,orchid3
511,4320.37227896924,3811.87539925808,-4605.42909945574,orchid4
512,8589.520360116341,701.6594604902,4406.68730451482,palegoldenrod
513,8558.97236965587,-4748.24967609584,6072.204672419929,palegreen
514,8666.05351424927,-4826.55417262826,6172.34282061155,palegreen1
515,8201.25356113311,-4555.5309538044,5825.75016690979,palegreen2
516,7276.424156677421,-4043.2475783184004,5170.62675966999,palegreen3
517,5328.331597739149,-2964.3452719117604,3790.89400066442,palegreen4
518,8494.94103800657,-3111.68575461902,-670.729341415725,paleturquoise
519,8975.57007525317,-3309.1877101256105,-713.301235556587,paleturquoise1
520,8490.45439713827,-3153.36747546091,-679.7139097089309,paleturquoise2
521,7533.82675390685,-2792.37005763842,-601.900280890719,paleturquoise3
522,5518.85842143229,-2031.2011091700501,-437.828974283208,paleturquoise4
523,6012.717640276489,7538.17040136705,-761.325807816949,palevioletred
524,6786.29803335862,8547.803624122109,-867.405624160104,palevioletred1
525,6414.5370977883895,8126.3964310805595,-789.8451872938471,palevioletred2
526,5687.51570453237,7222.86752224917,-715.831115094517,palevioletred3
527,4173.0341061651,5249.23359171914,-507.02046914786104,palevioletred4
528,8924.23938276978,1106.91615684754,2101.52023619365,papayawhip
529,8439.57126273547,2561.9666425389396,2839.7875883141496,peachpuff
530,8439.57126273547,2561.9666425389396,2839.7875883141496,peachpuff1
531,7976.45294539947,2450.43123564728,2638.2958664458897,peachpuff2
532,7080.24033446505,2164.64757000865,2350.06359643653,peachpuff3
533,5192.88284909635,1561.4224184613001,1744.1482727172597,peachpuff4
534,6101.631202722479,6265.3015991267,5025.79528000742,peru
535,7952.54623820154,3961.09804592404,62.226285712901294,pink
536,7728.952636766371,4726.99185538456,-122.746242162157,pink1
537,7314.739793315509,4466.243960501401,-122.580678647323,pink2
538,6477.578948051851,4007.39630342988,-104.072911386421,pink3
539,4760.04364043682,2870.51971736468,-106.615180038723,pink4
540,7082.709996169,3189.0179549930895,-4078.2121934796996,plum
541,7987.516729074641,3456.9370211349296,-4420.83516325465,plum1
542,7547.83421025462,3298.11575669575,-4217.72974761859,plum2
543,6699.16477307139,2919.47191216193,-3733.5085969204206,plum3
544,4911.86021670419,2120.9913798916896,-2712.38764717409,plum4
545,8159.840784086779,-2472.38530914314,-1020.4618728649499,powderblue
546,4811.98604074041,2815.1631135539,-13306.9937667049,purple
547,4955.95081334065,2051.3319095469396,-14161.106504841999,purple1
548,4687.08682447491,1965.8173076865899,-13404.509909234599,purple2
549,4159.9003879724105,1748.4119527396301,-11886.2048590758,purple3
550,3049.72090493663,1291.07126008952,-8687.357410872091,purple4
551,5589.199388693929,18325.9445754841,3950.1896095033003,red
552,5589.199388693929,18325.9445754841,3950.1896095033003,red1
553,5288.27263980767,17339.2617721248,3737.50839453776,red2
554,4691.39111599931,15382.198342688202,3315.6599276139,red3
555,3434.11268686785,11259.816368836498,2427.0732371741,red4
556,6244.11331065655,3103.69723430572,669.007401801265,rosybrown
557,7951.589126873009,4036.185364436,870.006859562008,rosybrown1
558,7520.94304093394,3829.27590868601,825.4071621851489,rosybrown2
559,6671.92005595438,3400.64936736917,733.015956760896,rosybrown3
560,4883.40560419771,2498.21344196821,538.4943046256919,rosybrown4
561,4913.741644927971,-1896.8205163465802,-11385.0996978905,royalblue
562,5406.07091191554,-2101.05568904844,-12669.0991307441,royalblue1
563,5111.51228986779,-1987.99160356982,-11997.4427800816,royalblue2
564,4541.18411789855,-1765.1350514184803,-10622.8147644664,royalblue3
565,3313.1968044807,-1286.2674578685499,-7808.76070196251,royalblue4
566,4037.1113465328795,6948.2553359188005,3494.04295880427,saddlebrown
567,6590.071872305451,9722.83131183583,2886.1705580443895,salmon
568,6836.35591857214,9318.20649568686,3918.9200429954203,salmon1
569,6457.12502990708,8873.117888873101,3681.3161734337896,salmon2
570,5728.733817804351,7876.86274605167,3288.60265839185,salmon3
571,4195.7288849549495,5759.87141954089,2407.69058340099,salmon4
572,7141.78082164866,6523.41294250162,5206.41826188376,sandybrown
573,5221.00499672141,-4193.692613237321,3511.04602767419,seagreen
574,8490.76008468923,-6832.41987498626,5748.05740552411,seagreen1
575,8032.8767903597,-6474.515408314411,5462.803256685321,seagreen2
576,7127.570127736959,-5744.88830844338,4813.54665915434,seagreen3
577,5221.00499672141,-4193.692613237321,3511.04602767419,seagreen4
578,9097.42677794317,614.719571240568,648.258680792246,seashell
579,9097.42677794317,614.719571240568,648.258680792246,seashell1
580,8614.937984470329,564.805612604542,644.4177928261711,seashell2
581,7637.853892549971,516.179621572397,572.676170895174,seashell3
582,5604.75993932975,349.28732897492796,407.675802815121,seashell4
583,4577.1257491652295,7303.0995134078585,3422.5882676555498,sienna
584,6640.191064413791,10685.946756122099,4975.0462275766795,sienna1
585,6277.24279802088,10144.2847305354,4704.8511660115,sienna2
586,5565.51355688671,9018.371195505559,4161.10266918125,sienna3
587,4083.21022614558,6561.62037296005,3088.21382774968,sienna4
588,7572.169484203159,-3372.95078873108,-3221.89664582162,skyblue
589,7632.40818204008,-3330.63614543363,-4960.85993548615,skyblue1
590,7215.52757960287,-3141.41235095563,-4716.00552389383,skyblue2
591,6414.79283450572,-2829.16329364719,-4136.41111428241,skyblue3
592,4686.1280700976395,-2019.72181605751,-3070.97343167667,skyblue4
593,4692.38254792802,-181.205221926407,-10255.9754551634,slateblue
594,5566.74109767939,-223.35713556885798,-12292.6697247026,slateblue1
595,5254.03091242812,-205.29749257598098,-11671.9379711508,slateblue2
596,4665.8886104111,-193.558758156377,-10338.4694868526,slateblue3
597,3406.99706131354,-139.574783221671,-7594.1704097047495,slateblue4
598,5311.85223039545,-1013.0973615932801,-1664.80154452816,slategray
599,8382.041088172049,-1588.61382496324,-2685.4874293493303,slategray1
600,7933.787072320941,-1496.4902606844598,-2533.51350668896,slategray2
601,7043.117023559879,-1356.70490877425,-2232.81660130154,slategray3
602,5148.94649644468,-963.211324028391,-1665.4871601401098,slategray4
603,5311.85223039545,-1013.0973615932801,-1664.80154452816,slategrey
604,9226.52556490836,280.87150458184897,60.542347186230295,snow
605,9226.52556490836,280.87150458184897,60.542347186230295,snow1
606,8722.5595548576,284.991306003279,61.430377634060896,snow2
607,7746.587161436591,234.628522812841,50.574591071730396,snow3
608,5691.79783761905,126.29648230572901,27.223429060694,snow4
609,8396.7904149584,-7673.81089498285,7467.05166216374,springgreen
610,8396.7904149584,-7673.81089498285,7467.05166216374,springgreen1
611,7944.60340335572,-7263.867613211401,7091.481817316429,springgreen2
612,7049.1833193372995,-6442.83062112769,6273.434403955551,springgreen3
613,5162.00293918656,-4719.034322570539,4602.386722677271,springgreen4
614,5291.70488338068,-2704.67906021922,-5393.92710093026,steelblue
615,6992.14104469611,-3574.60705759284,-7148.322749499509,steelblue1
616,6621.109139009251,-3401.0007042149896,-6743.77256242353,steelblue2
617,5869.820444031629,-3017.98484745199,-5998.549648452829,steelblue3
618,4290.05781479704,-2184.62311139629,-4421.3263807926205,steelblue4
619,7213.50606223652,2271.0057184079396,3288.6838248731397,tan
620,7260.466422900941,7496.515340952779,5950.26226696745,tan1
621,6869.3405181281005,7099.22856209508,5654.156231662951,tan2
622,6101.631202722479,6265.3015991267,5025.79528000742,tan3
623,4464.21428570701,4601.74534274219,3661.94555666076,tan4
624,7646.659642537579,1307.46559805386,-1672.02637921493,thistle
625,8724.731208700841,1518.3948057071302,-1941.7690017880398,thistle1
626,8255.47573843324,1436.70477929599,-1837.30133603722,thistle2
627,7327.19312099208,1268.39092553342,-1622.05651131889,thistle3
628,5372.1896638584,913.011605308092,-1167.58673488373,thistle4
629,6191.75538132547,13370.156500166202,4011.59260138201,tomato
630,6191.75538132547,13370.156500166202,4011.59260138201,tomato1
631,5853.17298658514,12687.9846975801,3794.02946850618,tomato2
632,5189.714078040971,11273.6664108457,3352.97497727938,tomato3
633,3805.11004040262,8225.10576220598,2494.56743972016,tomato4
634,7762.80280380162,-5852.7389279254,109.437820001866,turquoise
635,8370.24570258966,-6441.016438148411,-2251.1087351007,turquoise1
636,7928.344144738399,-6104.65611977605,-2102.6718500045104,turquoise2
637,7028.005924584929,-5408.5967206263795,-1886.50007588554,turquoise3
638,5158.47540395127,-3975.0739064615796,-1342.74606080851,turquoise4
639,6789.7604007991695,5410.8967551471505,-6919.61771176314,violet
640,5010.514963125879,10429.4465824674,-3700.77310952364,violetred
641,5949.13324349172,12987.0847634505,-1764.2554289736802,violetred1
642,5629.8704951461405,12282.7284057655,-1666.15431107916,violetred2
643,4993.400713333929,10923.079738885,-1428.8502486110099,violetred3
644,3658.14404417034,7958.118639693471,-1100.01695542875,violetred4
645,8438.14570194364,1698.46815679174,3356.75857464627,wheat
646,8711.26276147089,1759.67373449439,3482.7150963870695,wheat1
647,8251.8637142646,1637.7300218054002,3290.97176628484,wheat2
648,7320.61449513461,1455.25733486088,2908.41258148421,wheat3
649,5358.90287378824,1071.17147048536,2100.99643773452,wheat4
650,9046.89348886416,0.0,0.0,whitesmoke
651,9111.6242870602,740.7650159774311,9983.06971740602,yellow
652,9111.6242870602,740.7650159774311,9983.06971740602,yellow1
653,8621.58885543922,700.925675273958,9446.16677631147,yellow2
654,7649.614458917329,621.905227691223,8381.23171552412,yellow3
655,5602.23588600072,455.455605373916,6138.039680007901,yellow4
656,7351.005108876519,-2650.82004890121,8054.56948607864,yellowgreen
