,ALP,Lib,Nat,Green,FamilyFirst,Dems,OneNation,DK,sampleSize,org,startDate,endDate,source,remark
178,50.5,36.0,0.0,7.0,1.5,0.5,1.0,0,1690.0,"Morgan, F2F",2007-06-23,2007-07-01,http://www.roymorgan.com/news/polls/2007/4184/,face-to-face; Coalition reported together
179,46.0,37.0,4.0,9.0,0.0,0.0,0.0,0,1004.0,Galaxy,2007-06-29,2007-07-01,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,Coalition reported together
180,49.0,35.0,0.0,7.0,0.0,0.0,0.0,0,611.0,"Morgan, Phone",2007-07-04,2007-07-05,http://www.roymorgan.com/news/polls/2007/4187/,telephone
181,48.0,35.0,4.0,4.0,0.0,0.0,0.0,0,1168.0,Newspoll,2007-07-06,2007-07-08,http://newspoll.com.au/image_uploads/0703%20Fed%20voting%20and%20leaders.pdf,
182,47.5,37.5,0.0,9.0,0.0,0.0,0.0,0,600.0,"Morgan, Phone",2007-07-11,2007-07-12,http://www.roymorgan.com/news/polls/2007/4187/,telephone
183,47.5,40.5,0.0,5.5,2.0,1.5,0.0,0,1780.0,"Morgan, F2F",2007-07-07,2007-07-15,http://www.roymorgan.com/news/polls/2007/4191/,"Coalition reported together, Face to Face"
184,49.0,39.0,0.0,7.0,1.0,1.0,0.0,0,1412.0,Nielsen,2007-07-12,2007-07-14,http://au.acnielsen.com/news/documents/NielsenPoll2007.pdf,Coalition reported together
185,47.0,35.0,5.0,4.0,0.0,0.0,0.0,0,1152.0,Newspoll,2007-07-20,2007-07-22,http://newspoll.com.au/image_uploads/0707%20Fed%20voting%20and%20costello.pdf,
186,48.0,35.0,0.0,9.5,0.0,0.0,0.0,0,572.0,"Morgan, Phone",2007-07-25,2007-07-26,http://www.roymorgan.com/news/polls/2007/4191/,telephone
187,47.0,40.5,0.0,6.5,1.5,1.0,0.5,0,1772.0,"Morgan, F2F",2007-07-21,2007-07-29,http://www.roymorgan.com/news/polls/2007/4192/,"Coalition reported together, Face to face"
188,44.0,37.0,4.0,10.0,0.0,0.0,0.0,0,1004.0,Galaxy,2007-07-27,2007-07-29,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,
189,48.0,34.0,5.0,4.0,0.0,0.0,0.0,0,1157.0,Newspoll,2007-08-03,2007-08-05,http://newspoll.com.au/image_uploads/0802%20fed.pdf,
190,49.5,36.5,0.0,7.0,0.0,0.0,0.0,0,589.0,"Morgan, Phone",2007-08-08,2007-08-09,http://www.roymorgan.com/news/polls/2007/4194/,telephone
191,49.5,36.5,0.0,7.0,2.0,1.5,1.0,0,1667.0,"Morgan, F2F",2007-08-04,2007-08-12,http://www.roymorgan.com/news/polls/2007/4197/,"Coalition reported together, Face to face"
192,46.0,41.0,0.0,7.0,2.0,0.5,2.0,0,1410.0,Nielsen,2007-08-09,2007-08-11,http://www.smh.com.au/news/national/pm-back-in-the-game/2007/08/12/1186857348289.html,Coalition reported together
193,46.0,35.0,4.0,5.0,0.0,0.0,0.0,0,1152.0,Newspoll,2007-08-17,2007-08-19,http://newspoll.com.au/image_uploads/0806%20Fed%20voting.pdf,
194,51.0,36.0,0.0,7.5,0.0,0.0,0.0,0,633.0,"Morgan, Phone",2007-08-21,2007-08-22,http://www.roymorgan.com/news/polls/2007/4201/,telephone
195,46.0,41.0,0.0,6.5,1.5,1.0,1.0,0,1271.0,"Morgan, F2F",2007-08-18,2007-08-26,http://www.roymorgan.com/news/polls/2007/4206/,"Coalition reported together, Face to face"
196,47.0,34.0,5.0,9.0,0.0,0.0,0.0,0,1004.0,Galaxy,2007-08-24,2007-08-26,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,
197,49.0,34.5,0.0,9.0,2.0,2.0,0.5,0,915.0,"Morgan, F2F",2007-09-01,2007-09-02,http://www.roymorgan.com/news/polls/2007/4207/,"Coalition reported together, Face to face"
198,51.0,33.0,4.0,3.0,0.0,0.0,0.0,0,1147.0,Newspoll,2007-08-31,2007-09-02,http://newspoll.com.au/image_uploads/0901%20Fed%20voting.pdf,
199,49.0,39.0,0.0,7.0,2.0,1.0,1.0,0,1380.0,Nielsen,2007-09-06,2007-09-08,http://au.acnielsen.com/news/documents/NielsenPoll2007.pdf,Coalition reported together
200,51.0,36.0,0.0,6.0,2.0,1.0,0.5,0,955.0,"Morgan, F2F",2007-09-08,2007-09-09,http://www.roymorgan.com/news/polls/2007/4211/,"Coalition reported together, face to face"
201,49.5,39.5,0.0,6.0,1.5,0.5,1.0,0,844.0,"Morgan, F2F",2007-09-15,2007-09-16,http://www.roymorgan.com/news/polls/2007/4214/,"Coalition reported together, Face to face"
202,47.0,37.0,4.0,4.0,0.0,0.0,0.0,0,1124.0,Newspoll,2007-09-14,2007-09-16,http://newspoll.com.au/image_uploads/0905%20Fed%20VI%20Committment%20and%20Leaders.pdf,
203,50.0,37.0,0.0,6.0,3.0,1.0,2.0,0,1425.0,Nielsen,2007-09-18,2007-09-20,,Coalition reported together
204,54.0,36.0,0.0,5.5,1.0,0.5,0.5,0,972.0,"Morgan, F2F",2007-09-22,2007-09-23,http://www.roymorgan.com/news/polls/2007/4217/,"Coalition reported together, Face to face"
205,46.0,36.0,4.0,9.0,0.0,0.0,0.0,0,1004.0,Galaxy,2007-09-21,2007-09-23,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,
206,53.3,33.5,2.0,5.5,1.5,1.5,0.5,0,894.0,"Morgan, F2F",2007-09-29,2007-09-30,http://www.roymorgan.com/news/polls/2007/4219/,Face to Face
207,48.0,36.0,3.0,5.0,0.0,0.0,0.0,0,1132.0,Newspoll,2007-09-28,2007-09-30,http://newspoll.com.au/image_uploads/0911%20Fed%20&%20economy%20&%20interest%20rates%20&%20treasurer.pdf,
208,50.0,36.0,0.0,6.0,0.0,0.0,0.0,0,611.0,"Morgan, Phone",2007-10-04,2007-10-06,http://www.roymorgan.com/news/polls/2007/4221/,Telephone
209,47.0,40.0,0.0,8.0,2.0,1.0,0.0,0,1405.0,Nielsen,2007-10-04,2007-10-06,http://au.acnielsen.com/news/documents/NielsenPoll2007.pdf,Coalition (Lib-N) reported together
210,49.5,36.5,2.0,6.0,2.0,1.0,0.5,0,1081.0,"Morgan, F2F",2007-10-06,2007-10-07,http://www.roymorgan.com/news/polls/2007/4222/,Face to Face
211,49.5,36.5,3.0,7.0,0.5,1.0,0.5,0,850.0,"Morgan, F2F",2007-10-13,2007-10-14,http://www.roymorgan.com/news/polls/2007/4229/,Face to Face
212,48.0,36.0,3.0,4.0,0.0,0.0,0.0,0,1234.0,Newspoll,2007-10-12,2007-10-14,http://www.theaustralian.news.com.au/files/newspoll-15-oct.jpg,Telephone
213,45.0,43.2,0.0,7.7,0.0,0.0,0.0,0,800.0,Galaxy,2007-10-16,2007-10-17,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,
214,47.8,41.8,0.0,6.0,0.8,1.2,0.0,0,1126.0,Nielsen,2007-10-15,2007-10-17,http://au.acnielsen.com/news/documents/NielsenPoll2007.pdf,Coalition(Lib-N) reported together
215,45.0,37.0,2.5,9.0,1.5,0.5,1.0,0,598.0,"Morgan, Phone",2007-10-17,2007-10-18,http://www.roymorgan.com/news/polls/2007/4229/,Telephone
216,47.0,37.0,2.5,8.0,2.0,1.0,1.0,0,996.0,"Morgan, F2F",2007-10-20,2007-10-21,http://www.roymorgan.com/news/polls/2007/4233/,Face to Face
217,51.0,34.0,4.0,5.0,0.0,0.0,0.0,0,1706.0,Newspoll,2007-10-19,2007-10-21,http://www.theaustralian.news.com.au/files/newspoll-23oct.pdf,Telephone
218,44.0,38.0,3.0,10.5,1.0,1.5,0.5,0,520.0,"Morgan, Phone",2007-10-24,2007-10-25,http://www.roymorgan.com/news/polls/2007/4233/,Telephone
219,47.5,40.5,0.0,7.4,1.3,1.1,0.0,0,1415.0,Nielsen,2007-10-23,2007-10-25,http://www.theage.com.au/news/federalelection2007news/5644-poll-gives-labor-landslide-lead/2007/10/26/1192941340858.html,"Online, Coalition(Lib-N) reported together"
220,49.0,39.0,0.0,7.5,1.0,1.0,0.5,0,1086.0,"Morgan, F2F",2007-10-27,2007-10-28,http://www.roymorgan.com/news/polls/2007/4235/,face-to-face; Coalition reported together
221,48.0,38.0,4.0,4.0,0.0,0.0,0.0,0,1707.0,Newspoll,2007-10-26,2007-10-28,http://www.theaustralian.news.com.au/files/newspoll-30oct.pdf,Telephone
222,48.4,41.3,0.0,5.9,0.6,0.8,0.0,0,1476.0,Nielsen,2007-10-29,2007-10-31,http://au.acnielsen.com/news/documents/NielsenPoll2007.pdf,Coalition (Lib-N) reported together
223,54.5,34.0,0.0,6.0,2.0,0.5,0.5,0,990.0,"Morgan, F2F",2007-11-03,2007-11-04,http://www.roymorgan.com/news/polls/2007/4237/,face-to-face; Coalition reported together
224,44.8,41.7,0.0,9.3,0.0,0.0,0.0,0,1010.0,Galaxy,2007-11-02,2007-11-04,http://media01.couriermail.com.au/multimedia/2007/11/071104-galaxy/071101galaxypoll.pdf,
225,47.0,37.0,5.0,5.0,0.0,0.0,0.0,0,1708.0,Newspoll,2007-11-02,2007-11-04,http://www.theaustralian.news.com.au/files/newspoll-6nov.pdf,
226,44.5,39.0,0.0,10.5,1.5,2.0,1.0,0,552.0,"Morgan, Phone",2007-11-07,2007-11-08,http://www.roymorgan.com/news/polls/2007/4237/,phone
227,45.5,40.1,0.0,8.2,1.2,1.5,0.0,0,1428.0,Nielsen,2007-11-06,2007-11-08,http://www.theage.com.au/news/federal-election-2007-news/labor-holds-big-lead-in-online-poll/2007/11/09/1194329514605.html,on-line
228,48.0,39.0,0.0,7.0,1.0,1.5,0.0,0,890.0,"Morgan, F2F",2007-11-10,2007-11-11,http://www.roymorgan.com/news/polls/2007/4245,face-to-face; Coalition reported together
229,48.0,36.0,4.0,6.0,0.0,0.0,0.0,0,1694.0,Newspoll,2007-11-09,2007-11-11,http://www.theaustralian.news.com.au/files/newspoll-12nov.pdf,
230,46.8,42.9,0.0,6.7,0.7,0.8,0.0,0,1465.0,Nielsen,2007-11-12,2007-11-14,http://www.smh.com.au/news/national/one-week-from-oblivion/2007/11/15/1194766869599.html,
231,46.5,40.0,0.0,8.0,0.5,2.0,0.0,0,1670.0,"Morgan, Phone",2007-11-15,2007-11-17,http://www.roymorgan.com/news/polls/2007/4246/,phone
232,46.0,38.0,3.0,7.0,0.0,0.0,0.0,0,1696.0,Newspoll,2007-11-16,2007-11-18,http://www.theaustralian.news.com.au/files/newspoll-20nov.pdf,
233,42.5,42.5,0.0,0.0,0.0,0.0,0.0,0,1200.0,Galaxy,2007-11-20,2007-11-21,"http://www.news.com.au/couriermail/story/0,23739,22806358-5013650,00.html",phone
234,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0,2071.0,Nielsen,2007-11-19,2007-11-21,http://www.smh.com.au/news/federal-election-2007-news/howard-needs-a-miracle/2007/11/22/1195321949364.html,phone
235,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0,1421.0,Nielsen,2007-11-19,2007-11-21,http://www.smh.com.au/news/federal-election-2007-news/howard-needs-a-miracle/2007/11/22/1195321949364.html?page=2,on-line
236,44.5,40.5,0.0,9.0,2.5,1.0,0.0,0,1648.0,"Morgan, Phone",2007-11-21,2007-11-22,http://www.roymorgan.com/news/polls/2007/4250,phone
237,44.0,39.0,4.0,7.0,0.0,0.0,0.0,0,2615.0,Newspoll,2007-11-20,2007-11-22,http://www.theaustralian.news.com.au/files/newspoll24.11.07.pdf,
238,43.5,41.5,0.0,8.5,2.5,0.0,0.0,0,2115.0,"Morgan, Phone",2007-11-23,2007-11-23,http://www.roymorgan.com/news/polls/2007/4251/,phone
