,date,variable,value,value01
550,2013-05-01,pce,11244.6,0.9187822470929492
551,2013-06-01,pce,11268.8,0.92085290619572
552,2013-07-01,pce,11296.7,0.923240153673709
553,2013-08-01,pce,11329.2,0.9260209975100749
554,2013-09-01,pce,11366.9,0.92924677636026
555,2013-10-01,pce,11419.8,0.9337731344816079
556,2013-11-01,pce,11487.6,0.939574402546397
557,2013-12-01,pce,11517.9,0.9421670046461479
558,2014-01-01,pce,11512.5,0.941704956747183
559,2014-02-01,pce,11566.2,0.9462997664091178
560,2014-03-01,pce,11643.0,0.9528711143055161
561,2014-04-01,pce,11702.6,0.9579707540792841
562,2014-05-01,pce,11748.4,0.961889604777918
563,2014-06-01,pce,11817.0,0.9677593243832942
564,2014-07-01,pce,11860.5,0.971481376902739
565,2014-08-01,pce,11944.3,0.978651675779278
566,2014-09-01,pce,11957.4,0.9797725697563979
567,2014-10-01,pce,12023.0,0.9853855960845721
568,2014-11-01,pce,12051.4,0.9878156257754279
569,2014-12-01,pce,12062.0,0.988722608688212
570,2015-01-01,pce,12046.0,0.987353577876462
571,2015-02-01,pce,12082.4,0.990468122973193
572,2015-03-01,pce,12158.3,0.99696246288643
573,2015-04-01,pce,12193.8,1.0
574,1967-07-01,pop,198712.0,0.0
575,1967-08-01,pop,198911.0,0.00163529885435811
576,1967-09-01,pop,199113.0,0.00329525045526433
577,1967-10-01,pop,199311.0,0.004922331727439729
578,1967-11-01,pop,199498.0,0.0064590195956053895
579,1967-12-01,pop,199657.0,0.007765615162655329
580,1968-01-01,pop,199808.0,0.00900647007224364
581,1968-02-01,pop,199920.0,0.0099268392767065
582,1968-03-01,pop,200056.0,0.0110444304535542
583,1968-04-01,pop,200208.0,0.0122935029453253
584,1968-05-01,pop,200361.0,0.013550793019278999
585,1968-06-01,pop,200536.0,0.0149888699012522
586,1968-07-01,pop,200706.0,0.0163858588723119
587,1968-08-01,pop,200898.0,0.0179636346513911
588,1968-09-01,pop,201095.0,0.0195824983413838
589,1968-10-01,pop,201290.0,0.021184926867011004
590,1968-11-01,pop,201466.0,0.022631221331167004
591,1968-12-01,pop,201621.0,0.0239049465694861
592,1969-01-01,pop,201760.0,0.025047190492882003
593,1969-02-01,pop,201881.0,0.0260415179369891
594,1969-03-01,pop,202023.0,0.0272084146069331
595,1969-04-01,pop,202161.0,0.0283424409481463
596,1969-05-01,pop,202331.0,0.029739429919206
597,1969-06-01,pop,202507.0,0.0311857243833619
598,1969-07-01,pop,202677.0,0.0325827133544216
599,1969-08-01,pop,202877.0,0.0342262297909624
600,1969-09-01,pop,203090.0,0.0359765747958783
601,1969-10-01,pop,203302.0,0.0377187022186116
602,1969-11-01,pop,203500.0,0.039345783490787004
603,1969-12-01,pop,203675.0,0.0407838603727602
604,1970-01-01,pop,203849.0,0.0422137196725507
605,1970-02-01,pop,204008.0,0.0435203152396007
606,1970-03-01,pop,204156.0,0.0447365174026409
607,1970-04-01,pop,204401.0,0.0467498250374034
608,1970-05-01,pop,204607.0,0.0484426469670404
609,1970-06-01,pop,204830.0,0.0502751677937834
610,1970-07-01,pop,205052.0,0.0520994710383437
611,1970-08-01,pop,205295.0,0.0540963435087408
612,1970-09-01,pop,205540.0,0.0561096511435033
613,1970-10-01,pop,205788.0,0.0581476115248139
614,1970-11-01,pop,206024.0,0.06008696091993199
615,1970-12-01,pop,206238.0,0.0618455235070307
616,1971-01-01,pop,206466.0,0.0637191322446872
617,1971-02-01,pop,206668.0,0.0653790838455934
618,1971-03-01,pop,206855.0,0.0669157717137591
619,1971-04-01,pop,207065.0,0.068641463972127
620,1971-05-01,pop,207260.0,0.0702438924977542
621,1971-06-01,pop,207462.0,0.0719038440986605
622,1971-07-01,pop,207661.0,0.0735391429530186
623,1971-08-01,pop,207881.0,0.0753470110332135
624,1971-09-01,pop,208114.0,0.0772617076817835
625,1971-10-01,pop,208345.0,0.0791599691659882
626,1971-11-01,pop,208555.0,0.080885661424356
627,1971-12-01,pop,208740.0,0.0824059141281562
628,1972-01-01,pop,208917.0,0.0838604261744949
629,1972-02-01,pop,209061.0,0.0850437580088042
630,1972-03-01,pop,209212.0,0.0862846129183926
631,1972-04-01,pop,209386.0,0.0877144722181831
632,1972-05-01,pop,209545.0,0.089021067785233
633,1972-06-01,pop,209725.0,0.0905002325781197
634,1972-07-01,pop,209896.0,0.0919054391313621
635,1972-08-01,pop,210075.0,0.0933763863420662
636,1972-09-01,pop,210278.0,0.0950445555251551
637,1972-10-01,pop,210479.0,0.0966962895438786
638,1972-11-01,pop,210656.0,0.0981508015902172
639,1972-12-01,pop,210821.0,0.0995067026503634
640,1973-01-01,pop,210985.0,0.10085438612832699
641,1973-02-01,pop,211120.0,0.101963759722992
642,1973-03-01,pop,211254.0,0.10306491573547401
643,1973-04-01,pop,211420.0,0.104429034377803
644,1973-05-01,pop,211577.0,0.10571919478048801
645,1973-06-01,pop,211746.0,0.10710796616936501
646,1973-07-01,pop,211909.0,0.108447432065145
647,1973-08-01,pop,212092.0,0.10995124960458
648,1973-09-01,pop,212289.0,0.11157011329457302
649,1973-10-01,pop,212475.0,0.11309858358055601
650,1973-11-01,pop,212634.0,0.114405179147606
651,1973-12-01,pop,212785.0,0.115646034057194
652,1974-01-01,pop,212932.0,0.11685401863805199
653,1974-02-01,pop,213074.0,0.118020915307996
654,1974-03-01,pop,213211.0,0.119146724067026
655,1974-04-01,pop,213361.0,0.120379361394432
656,1974-05-01,pop,213513.0,0.12162843388620301
657,1974-06-01,pop,213686.0,0.12305007560381
658,1974-07-01,pop,213854.0,0.12443062941050499
659,1974-08-01,pop,214042.0,0.125975534860853
660,1974-09-01,pop,214246.0,0.127651921626125
661,1974-10-01,pop,214451.0,0.129336525973579
662,1974-11-01,pop,214625.0,0.13076638527337
663,1974-12-01,pop,214782.0,0.13205654567605402
664,1975-01-01,pop,214931.0,0.133280965421277
665,1975-02-01,pop,215065.0,0.134382121433759
666,1975-03-01,pop,215198.0,0.135475059864059
667,1975-04-01,pop,215353.0,0.136748785102378
668,1975-05-01,pop,215523.0,0.138145774073438
669,1975-06-01,pop,215768.0,0.14015908170820002
670,1975-07-01,pop,215973.0,0.141843686055655
671,1975-08-01,pop,216195.0,0.14366798930021502
672,1975-09-01,pop,216393.0,0.14529507057239002
673,1975-10-01,pop,216587.0,0.146889281515835
674,1975-11-01,pop,216771.0,0.148401316637452
675,1975-12-01,pop,216931.0,0.149716129786685
676,1976-01-01,pop,217095.0,0.15106381326464902
677,1976-02-01,pop,217249.0,0.152329320920785
678,1976-03-01,pop,217381.0,0.15341404176890197
679,1976-04-01,pop,217528.0,0.154622026349759
680,1976-05-01,pop,217685.0,0.155912186752444
681,1976-06-01,pop,217861.0,0.1573584812166
682,1976-07-01,pop,218035.0,0.15878834051639001
683,1976-08-01,pop,218233.0,0.160415421788566
684,1976-09-01,pop,218440.0,0.16211646130038598
685,1976-10-01,pop,218644.0,0.16379284806565697
686,1976-11-01,pop,218834.0,0.16535418868037102
687,1976-12-01,pop,219006.0,0.166767612815796
688,1977-01-01,pop,219179.0,0.168189254533404
689,1977-02-01,pop,219344.0,0.16954515559355
690,1977-03-01,pop,219504.0,0.17085996874278303
691,1977-04-01,pop,219684.0,0.172339133535669
692,1977-05-01,pop,219859.0,0.173777210417643
693,1977-06-01,pop,220046.0,0.175313898285808
694,1977-07-01,pop,220239.0,0.17689989164707
695,1977-08-01,pop,220458.0,0.17869954214508202
696,1977-09-01,pop,220688.0,0.18058958604710396
697,1977-10-01,pop,220904.0,0.182364583798568
698,1977-11-01,pop,221109.0,0.184049188146023
699,1977-12-01,pop,221303.0,0.18564339908946698
700,1978-01-01,pop,221477.0,0.187073258389258
701,1978-02-01,pop,221629.0,0.18832233088102898
702,1978-03-01,pop,221792.0,0.18966179677681
703,1978-04-01,pop,221991.0,0.191297095631168
704,1978-05-01,pop,222176.0,0.19281734833496803
705,1978-06-01,pop,222379.0,0.194485517518057
706,1978-07-01,pop,222585.0,0.19617833944769397
707,1978-08-01,pop,222805.0,0.19798620752788898
708,1978-09-01,pop,223053.0,0.20002416790919897
709,1978-10-01,pop,223271.0,0.20181560082502897
710,1978-11-01,pop,223477.0,0.20350842275466602
711,1978-12-01,pop,223670.0,0.205094416115928
712,1979-01-01,pop,223865.0,0.206696844641555
713,1979-02-01,pop,224053.0,0.20824175009190302
714,1979-03-01,pop,224235.0,0.209737350049156
715,1979-04-01,pop,224438.0,0.21140551923224396
716,1979-05-01,pop,224632.0,0.21299973017568902
717,1979-06-01,pop,224843.0,0.21473364001623998
718,1979-07-01,pop,225055.0,0.21647576743897304
719,1979-08-01,pop,225295.0,0.218447987162822
720,1979-09-01,pop,225547.0,0.220518817872863
721,1979-10-01,pop,225801.0,0.22260608374727
722,1979-11-01,pop,226027.0,0.224463257320561
723,1979-12-01,pop,226243.0,0.226238255072025
724,1980-01-01,pop,226451.0,0.22794751216602802
725,1980-02-01,pop,226656.0,0.229632116513482
726,1980-03-01,pop,226849.0,0.231218109874744
727,1980-04-01,pop,227061.0,0.23296023729747697
728,1980-05-01,pop,227251.0,0.234521577912191
729,1980-06-01,pop,227522.0,0.23674854268370396
730,1980-07-01,pop,227726.0,0.23842492944897498
731,1980-08-01,pop,227953.0,0.240290320604449
732,1980-09-01,pop,228186.0,0.242205017253019
733,1980-10-01,pop,228417.0,0.244103278737224
734,1980-11-01,pop,228612.0,0.245705707262851
735,1980-12-01,pop,228779.0,0.247078043487363
736,1981-01-01,pop,228937.0,0.24837642147223
737,1981-02-01,pop,229071.0,0.249477577484712
738,1981-03-01,pop,229224.0,0.25073486755866603
739,1981-04-01,pop,229403.0,0.25220581476937
740,1981-05-01,pop,229575.0,0.253619238904795
741,1981-06-01,pop,229761.0,0.255147709190778
742,1981-07-01,pop,229966.0,0.256832313538232
743,1981-08-01,pop,230187.0,0.25864839920061
744,1981-09-01,pop,230412.0,0.260497355191718
745,1981-10-01,pop,230641.0,0.262379181511558
746,1981-11-01,pop,230822.0,0.263866563886627
747,1981-12-01,pop,230989.0,0.265238900111139
748,1982-01-01,pop,231157.0,0.266619453917833
749,1982-02-01,pop,231313.0,0.267901396738335
750,1982-03-01,pop,231470.0,0.269191557141019
751,1982-04-01,pop,231645.0,0.270629634022993
752,1982-05-01,pop,231809.0,0.271977317500956
753,1982-06-01,pop,231992.0,0.273481135040391
754,1982-07-01,pop,232188.0,0.275091781148201
755,1982-08-01,pop,232392.0,0.27676816791347303
756,1982-09-01,pop,232599.0,0.27846920742529196
757,1982-10-01,pop,232816.0,0.28025242275893897
758,1982-11-01,pop,232993.0,0.28170693480527803
759,1982-12-01,pop,233160.0,0.283079271029789
760,1983-01-01,pop,233322.0,0.28441051934338696
761,1983-02-01,pop,233473.0,0.28565137425297604
762,1983-03-01,pop,233613.0,0.28680183575855395
763,1983-04-01,pop,233781.0,0.28818238956524794
764,1983-05-01,pop,233922.0,0.28934106865301
765,1983-06-01,pop,234118.0,0.29095171476082
766,1983-07-01,pop,234307.0,0.292504837793351
767,1983-08-01,pop,234501.0,0.294099048736795
768,1983-09-01,pop,234701.0,0.295742565173336
769,1983-10-01,pop,234907.0,0.297435387102973
770,1983-11-01,pop,235078.0,0.298840593656216
771,1983-12-01,pop,235235.0,0.30013075405890005
772,1984-01-01,pop,235385.0,0.301363391386306
773,1984-02-01,pop,235527.0,0.30253028805625
774,1984-03-01,pop,235675.0,0.30374649021929
775,1984-04-01,pop,235839.0,0.305094173697253
776,1984-05-01,pop,235993.0,0.30635968135339003
777,1984-06-01,pop,236160.0,0.307732017577901
778,1984-07-01,pop,236348.0,0.30927692302825
779,1984-08-01,pop,236549.0,0.31092865704697303
780,1984-09-01,pop,236760.0,0.312662566887524
781,1984-10-01,pop,236976.0,0.31443756463898803
782,1984-11-01,pop,237159.0,0.31594138217842305
783,1984-12-01,pop,237316.0,0.317231542581107
784,1985-01-01,pop,237468.0,0.318480615072878
785,1985-02-01,pop,237602.0,0.319581771085361
786,1985-03-01,pop,237732.0,0.320650056769112
787,1985-04-01,pop,237900.0,0.322030610575806
788,1985-05-01,pop,238074.0,0.323460469875597
789,1985-06-01,pop,238270.0,0.325071115983407
790,1985-07-01,pop,238466.0,0.32668176209121697
791,1985-08-01,pop,238679.0,0.328432107096133
792,1985-09-01,pop,238898.0,0.330231757594145
793,1985-10-01,pop,239113.0,0.331998537763426
794,1985-11-01,pop,239307.0,0.33359274870687106
795,1985-12-01,pop,239477.0,0.33498973767793105
796,1986-01-01,pop,239638.0,0.33631276840934604
797,1986-02-01,pop,239788.0,0.337545405736752
798,1986-03-01,pop,239928.0,0.33869586724233003
799,1986-04-01,pop,240094.0,0.34005998588465897
800,1986-05-01,pop,240271.0,0.341514497930998
801,1986-06-01,pop,240459.0,0.343059403381346
802,1986-07-01,pop,240651.0,0.34463717916042497
803,1986-08-01,pop,240854.0,0.346305348343514
804,1986-09-01,pop,241068.0,0.34806391093061306
805,1986-10-01,pop,241274.0,0.34975673286025005
806,1986-11-01,pop,241467.0,0.35134272622151197
807,1986-12-01,pop,241620.0,0.352600016295466
808,1987-01-01,pop,241784.0,0.35394769977342894
809,1987-02-01,pop,241930.0,0.35514746677210396
810,1987-03-01,pop,242079.0,0.35637188651732704
811,1987-04-01,pop,242252.0,0.357793528234934
812,1987-05-01,pop,242423.0,0.359198734788177
813,1987-06-01,pop,242608.0,0.36071898749197706
814,1987-07-01,pop,242804.0,0.36232963359978704
815,1987-08-01,pop,243012.0,0.3640388906937899
816,1987-09-01,pop,243223.0,0.36577280053433997
817,1987-10-01,pop,243446.0,0.3676053213610829
818,1987-11-01,pop,243639.0,0.36919131472234495
819,1987-12-01,pop,243809.0,0.370588303693405
820,1988-01-01,pop,243981.0,0.37200172782883
821,1988-02-01,pop,244131.0,0.3732343651562349
822,1988-03-01,pop,244279.0,0.37445056731927606
823,1988-04-01,pop,244445.0,0.37581468596160394
824,1988-05-01,pop,244610.0,0.37717058702175105
825,1988-06-01,pop,244806.0,0.378781233129561
826,1988-07-01,pop,245021.0,0.380548013298842
827,1988-08-01,pop,245240.0,0.38234766379685403
828,1988-09-01,pop,245464.0,0.38418840220578
829,1988-10-01,pop,245693.0,0.386070228525619
830,1988-11-01,pop,245884.0,0.387639786722516
831,1988-12-01,pop,246056.0,0.38905321085794103
832,1989-01-01,pop,246224.0,0.390433764664635
833,1989-02-01,pop,246378.0,0.391699272320771
834,1989-03-01,pop,246530.0,0.39294834481254204
835,1989-04-01,pop,246721.0,0.39451790300943895
836,1989-05-01,pop,246906.0,0.396038155713239
837,1989-06-01,pop,247114.0,0.39774741280724196
838,1989-07-01,pop,247342.0,0.3996210215448979
839,1989-08-01,pop,247573.0,0.401519283029103
840,1989-09-01,pop,247816.0,0.40351615549950004
841,1989-10-01,pop,248067.0,0.405578768627359
842,1989-11-01,pop,248281.0,0.40733733121445703
843,1989-12-01,pop,248479.0,0.408964412486633
844,1990-01-01,pop,248659.0,0.41044357727951897
845,1990-02-01,pop,248827.0,0.41182413108621396
846,1990-03-01,pop,249012.0,0.41334438379001404
847,1990-04-01,pop,249306.0,0.415760352951729
848,1990-05-01,pop,249565.0,0.417888706737049
849,1990-06-01,pop,249849.0,0.420222500076937
850,1990-07-01,pop,250132.0,0.42254807583464205
851,1990-08-01,pop,250439.0,0.42507087356473294
852,1990-09-01,pop,250751.0,0.427634759205736
853,1990-10-01,pop,251057.0,0.43014933935364397
854,1990-11-01,pop,251346.0,0.43252422060444506
855,1990-12-01,pop,251626.0,0.43482514361560204
856,1991-01-01,pop,251889.0,0.436986367729653
857,1991-02-01,pop,252135.0,0.439007892946599
858,1991-03-01,pop,252372.0,0.4409554599239
859,1991-04-01,pop,252643.0,0.4431824246954121
860,1991-05-01,pop,252913.0,0.445401171884742
861,1991-06-01,pop,253207.0,0.4478171410464571
862,1991-07-01,pop,253493.0,0.450167369550711
863,1991-08-01,pop,253807.0,0.45274769035608003
864,1991-09-01,pop,254126.0,0.45536909907236206
865,1991-10-01,pop,254435.0,0.45790833196681796
866,1991-11-01,pop,254718.0,0.46023390772452294
867,1991-12-01,pop,254964.0,0.462255432941468
868,1992-01-01,pop,255214.0,0.46430982848714397
869,1992-02-01,pop,255448.0,0.466232742717897
870,1992-03-01,pop,255703.0,0.46832822617448705
871,1992-04-01,pop,255992.0,0.470703107425288
872,1992-05-01,pop,256285.0,0.47311085900482
873,1992-06-01,pop,256589.0,0.47560900398836203
874,1992-07-01,pop,256894.0,0.47811536655408704
875,1992-08-01,pop,257232.0,0.48089290933184103
876,1992-09-01,pop,257548.0,0.48348966530157594
877,1992-10-01,pop,257861.0,0.486061768524762
878,1992-11-01,pop,258147.0,0.48841199702901505
879,1992-12-01,pop,258413.0,0.490597873889615
880,1993-01-01,pop,258679.0,0.492783750750214
881,1993-02-01,pop,258919.0,0.494755970474063
882,1993-03-01,pop,259152.0,0.496670667122633
883,1993-04-01,pop,259414.0,0.4988236736545011
884,1993-05-01,pop,259680.0,0.501009550515101
885,1993-06-01,pop,259963.0,0.503335126272806
886,1993-07-01,pop,260255.0,0.505734660270156
887,1993-08-01,pop,260566.0,0.508290328328976
888,1993-09-01,pop,260867.0,0.5107638205659699
889,1993-10-01,pop,261163.0,0.513196224892051
890,1993-11-01,pop,261425.0,0.515349231423919
891,1993-12-01,pop,261674.0,0.517395409387413
892,1994-01-01,pop,261919.0,0.519408717022175
893,1994-02-01,pop,262123.0,0.521085103787447
894,1994-03-01,pop,262352.0,0.522966930107286
895,1994-04-01,pop,262631.0,0.52525963553626
896,1994-05-01,pop,262877.0,0.527281160753206
897,1994-06-01,pop,263152.0,0.5295409958534489
898,1994-07-01,pop,263436.0,0.5318747891933371
899,1994-08-01,pop,263724.0,0.534241452861956
900,1994-09-01,pop,264017.0,0.536649204441488
901,1994-10-01,pop,264301.0,0.538982997781376
902,1994-11-01,pop,264559.0,0.5411031339845139
903,1994-12-01,pop,264804.0,0.5431164416192761
904,1995-01-01,pop,265044.0,0.5450886613431251
905,1995-02-01,pop,265270.0,0.546945834916416
906,1995-03-01,pop,265495.0,0.548794790907525
907,1995-04-01,pop,265755.0,0.5509313622750279
908,1995-05-01,pop,265998.0,0.5529282347454251
909,1995-06-01,pop,266270.0,0.55516341709912
910,1995-07-01,pop,266557.0,0.557521863185557
911,1995-08-01,pop,266843.0,0.5598720916898101
912,1995-09-01,pop,267152.0,0.562411324584265
913,1995-10-01,pop,267456.0,0.564909469567807
914,1995-11-01,pop,267715.0,0.5670378233531279
915,1995-12-01,pop,267943.0,0.568911432090784
916,1996-01-01,pop,268151.0,0.5706206891847869
917,1996-02-01,pop,268364.0,0.572371034189703
918,1996-03-01,pop,268595.0,0.5742692956739069
919,1996-04-01,pop,268853.0,0.576389431877045
920,1996-05-01,pop,269108.0,0.578484915333635
921,1996-06-01,pop,269386.0,0.580769403180426
922,1996-07-01,pop,269667.0,0.583078543773766
923,1996-08-01,pop,269976.0,0.585617776668222
924,1996-09-01,pop,270284.0,0.588148791980495
925,1996-10-01,pop,270581.0,0.5905894138887579
926,1996-11-01,pop,270878.0,0.5930300357970211
927,1996-12-01,pop,271125.0,0.5950597785961489
928,1997-01-01,pop,271360.0,0.5969909104090839
929,1997-02-01,pop,271585.0,0.598839866400192
930,1997-03-01,pop,271821.0,0.600779215795311
931,1997-04-01,pop,272083.0,0.6029322223271789
932,1997-05-01,pop,272342.0,0.605060576112499
933,1997-06-01,pop,272622.0,0.607361499123657
934,1997-07-01,pop,272912.0,0.609744597956641
935,1997-08-01,pop,273237.0,0.6124153121660201
936,1997-09-01,pop,273553.0,0.615012068135754
937,1997-10-01,pop,273852.0,0.6174691252083829
938,1997-11-01,pop,274126.0,0.619720742726444
939,1997-12-01,pop,274372.0,0.621742267943389
940,1998-01-01,pop,274626.0,0.623829533817795
941,1998-02-01,pop,274838.0,0.6255716612405289
942,1998-03-01,pop,275047.0,0.627289135916714
943,1998-04-01,pop,275304.0,0.6294010545376689
944,1998-05-01,pop,275564.0,0.631537625905172
945,1998-06-01,pop,275836.0,0.6337728082588671
946,1998-07-01,pop,276115.0,0.636065513687842
947,1998-08-01,pop,276418.0,0.638555441089201
948,1998-09-01,pop,276714.0,0.640987845415282
949,1998-10-01,pop,277003.0,0.6433627266660831
950,1998-11-01,pop,277277.0,0.6456143441841441
951,1998-12-01,pop,277526.0,0.647660522147637
952,1999-01-01,pop,277790.0,0.6498299638438709
953,1999-02-01,pop,277992.0,0.651489915444777
954,1999-03-01,pop,278198.0,0.6531827373744139
955,1999-04-01,pop,278451.0,0.6552617856666391
956,1999-05-01,pop,278717.0,0.6574476625272379
957,1999-06-01,pop,279001.0,0.659781455867126
958,1999-07-01,pop,279295.0,0.662197425028841
959,1999-08-01,pop,279602.0,0.664720222758931
960,1999-09-01,pop,279903.0,0.6671937149959251
961,1999-10-01,pop,280203.0,0.6696589896507359
962,1999-11-01,pop,280471.0,0.671861301675701
963,1999-12-01,pop,280716.0,0.6738746093104631
964,2000-01-01,pop,280976.0,0.6760111806779661
965,2000-02-01,pop,281190.0,0.677769743265065
966,2000-03-01,pop,281409.0,0.679569393763077
967,2000-04-01,pop,281653.0,0.681574483815657
968,2000-05-01,pop,281877.0,0.6834152222245831
969,2000-06-01,pop,282126.0,0.685461400188076
970,2000-07-01,pop,282385.0,0.687589753973396
971,2000-08-01,pop,282653.0,0.689792065998361
972,2000-09-01,pop,282932.0,0.692084771427335
973,2000-10-01,pop,283201.0,0.6942953010344829
974,2000-11-01,pop,283453.0,0.696366131744524
975,2000-12-01,pop,283696.0,0.698363004214921
976,2001-01-01,pop,283920.0,0.700203742623847
977,2001-02-01,pop,284137.0,0.701986957957494
978,2001-03-01,pop,284350.0,0.70373730296241
979,2001-04-01,pop,284581.0,0.7056355644466141
980,2001-05-01,pop,284810.0,0.707517390766454
981,2001-06-01,pop,285062.0,0.7095882214764949
982,2001-07-01,pop,285309.0,0.711617964275623
983,2001-08-01,pop,285570.0,0.7137627532253091
984,2001-09-01,pop,285843.0,0.716006153161187
985,2001-10-01,pop,286098.0,0.7181016366177758
986,2001-11-01,pop,286341.0,0.7200985090881741
987,2001-12-01,pop,286570.0,0.7219803354080129
988,2002-01-01,pop,286788.0,0.7237717683238419
989,2002-02-01,pop,286994.0,0.725464590253479
990,2002-03-01,pop,287190.0,0.727075236361289
991,2002-04-01,pop,287397.0,0.728776275873109
992,2002-05-01,pop,287623.0,0.7306334494464
993,2002-06-01,pop,287864.0,0.732613886752432
994,2002-07-01,pop,288105.0,0.7345943240584629
995,2002-08-01,pop,288360.0,0.736689807515053
996,2002-09-01,pop,288618.0,0.738809943718191
997,2002-10-01,pop,288870.0,0.740880774428232
998,2002-11-01,pop,289106.0,0.7428201238233499
999,2002-12-01,pop,289313.0,0.74452116333517
1000,2003-01-01,pop,289518.0,0.746205767682624
1001,2003-02-01,pop,289714.0,0.7478164137904342
1002,2003-03-01,pop,289911.0,0.749435277480427
1003,2003-04-01,pop,290125.0,0.751193840067526
1004,2003-05-01,pop,290346.0,0.753009925729903
1005,2003-06-01,pop,290584.0,0.7549657102893871
1006,2003-07-01,pop,290820.0,0.756905059684505
1007,2003-08-01,pop,291072.0,0.7589758903945459
1008,2003-09-01,pop,291321.0,0.76102206835804
1009,2003-10-01,pop,291574.0,0.7631011166502639
1010,2003-11-01,pop,291807.0,0.7650158132988342
1011,2003-12-01,pop,292008.0,0.766667547317557
1012,2004-01-01,pop,292192.0,0.7681795824391751
1013,2004-02-01,pop,292368.0,0.769625876903331
1014,2004-03-01,pop,292561.0,0.771211870264593
1015,2004-04-01,pop,292779.0,0.773003303180422
1016,2004-05-01,pop,292997.0,0.774794736096252
1017,2004-06-01,pop,293223.0,0.7766519096695429
1018,2004-07-01,pop,293463.0,0.7786241293933921
1019,2004-08-01,pop,293719.0,0.7807278304321641
1020,2004-09-01,pop,293971.0,0.782798661142205
1021,2004-10-01,pop,294230.0,0.7849270149275258
1022,2004-11-01,pop,294466.0,0.786866364322644
1023,2004-12-01,pop,294694.0,0.7887399730603001
1024,2005-01-01,pop,294914.0,0.7905478411404949
1025,2005-02-01,pop,295105.0,0.7921173993373921
1026,2005-03-01,pop,295287.0,0.793612999294644
1027,2005-04-01,pop,295490.0,0.7952811684777329
1028,2005-05-01,pop,295704.0,0.7970397310648321
1029,2005-06-01,pop,295936.0,0.7989462101312191
1030,2005-07-01,pop,296186.0,0.8010006056768951
1031,2005-08-01,pop,296440.0,0.8030878715513021
1032,2005-09-01,pop,296707.0,0.8052819659940842
1033,2005-10-01,pop,296972.0,0.8074596252725
1034,2005-11-01,pop,297207.0,0.809390757085436
1035,2005-12-01,pop,297431.0,0.8112314954943609
1036,2006-01-01,pop,297647.0,0.813006493245826
1037,2006-02-01,pop,297854.0,0.814707532757645
1038,2006-03-01,pop,298060.0,0.816400354687282
1039,2006-04-01,pop,298281.0,0.8182164403496601
1040,2006-05-01,pop,298496.0,0.819983220518941
1041,2006-06-01,pop,298739.0,0.821980092989338
1042,2006-07-01,pop,298996.0,0.824092011610293
1043,2006-08-01,pop,299263.0,0.8262861060530748
1044,2006-09-01,pop,299554.0,0.828677422468242
1045,2006-10-01,pop,299835.0,0.830986563061582
1046,2006-11-01,pop,300094.0,0.833114916846902
1047,2006-12-01,pop,300340.0,0.8351364420638481
1048,2007-01-01,pop,300574.0,0.8370593562945999
1049,2007-02-01,pop,300802.0,0.8389329650322571
1050,2007-03-01,pop,301021.0,0.840732615530269
1051,2007-04-01,pop,301254.0,0.8426473121788391
1052,2007-05-01,pop,301483.0,0.844529138498678
1053,2007-06-01,pop,301739.0,0.8466328395374499
1054,2007-07-01,pop,302004.0,0.848810498815867
1055,2007-08-01,pop,302267.0,0.8509717229299181
1056,2007-09-01,pop,302546.0,0.8532644283588929
1057,2007-10-01,pop,302807.0,0.855409217308578
1058,2007-11-01,pop,303054.0,0.8574389601077059
1059,2007-12-01,pop,303287.0,0.8593536567562758
1060,2008-01-01,pop,303506.0,0.8611533072542891
1061,2008-02-01,pop,303711.0,0.862837911601743
1062,2008-03-01,pop,303907.0,0.864448557709553
1063,2008-04-01,pop,304117.0,0.8661742499679209
1064,2008-05-01,pop,304323.0,0.867867071897558
1065,2008-06-01,pop,304556.0,0.869781768546128
1066,2008-07-01,pop,304798.0,0.871770423434342
1067,2008-08-01,pop,305045.0,0.87380016623347
1068,2008-09-01,pop,305309.0,0.875969607929704
1069,2008-10-01,pop,305554.0,0.8779829155644671
1070,2008-11-01,pop,305786.0,0.879889394630854
1071,2008-12-01,pop,306004.0,0.881680827546683
1072,2009-01-01,pop,306208.0,0.883357214311955
1073,2009-02-01,pop,306402.0,0.884951425255399
1074,2009-03-01,pop,306588.0,0.8864798955413822
1075,2009-04-01,pop,306787.0,0.8881151943957409
1076,2009-05-01,pop,306984.0,0.8897340580857329
1077,2009-06-01,pop,307206.0,0.891558361330294
1078,2009-07-01,pop,307439.0,0.893473057978864
1079,2009-08-01,pop,307685.0,0.8954945831958091
1080,2009-09-01,pop,307946.0,0.897639372145494
1081,2009-10-01,pop,308189.0,0.899636244615892
1082,2009-11-01,pop,308418.0,0.9015180709357309
1083,2009-12-01,pop,308633.0,0.9032848511050121
1084,2010-01-01,pop,308833.0,0.9049283675415529
1085,2010-02-01,pop,309027.0,0.9065225784849978
1086,2010-03-01,pop,309212.0,0.9080428311887979
1087,2010-04-01,pop,309191.211,0.907871995872802
1088,2010-05-01,pop,309369.053,0.909333427123338
1089,2010-06-01,pop,309548.502,0.910808064028442
1090,2010-07-01,pop,309745.69800000003,0.912428538364542
1091,2010-08-01,pop,309957.775,0.914171298541104
1092,2010-09-01,pop,310176.466,0.9159684098062221
1093,2010-10-01,pop,310399.958,0.9178049736833991
1094,2010-11-01,pop,310595.76399999997,0.9194140255802651
