,id,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
5744,hubbeca01,1939,1,NY1,NL,29,53,3,8,1,0,1,6.0,0.0,,2,3.0,,0.0,3.0,,2.0
5745,johnssy01,1939,1,PHI,NL,22,33,0,5,0,0,0,2.0,0.0,,2,11.0,,0.0,4.0,,4.0
5746,joosted01,1939,1,CIN,NL,42,143,23,36,6,3,0,14.0,1.0,,12,15.0,,0.0,10.0,,4.0
5747,jurgebi01,1939,1,NY1,NL,138,543,84,155,21,11,6,63.0,3.0,,47,34.0,,6.0,15.0,,26.0
5748,kleinch01,1939,1,PHI,NL,25,47,8,9,2,1,1,9.0,1.0,,10,4.0,,0.0,2.0,,0.0
5749,kleinch01,1939,2,PIT,NL,85,270,37,81,16,4,11,47.0,1.0,,26,17.0,,0.0,6.0,,4.0
5750,laniema01,1939,1,SLN,NL,7,14,1,4,0,0,0,0.0,0.0,,1,1.0,,0.0,1.0,,0.0
5751,laryly01,1939,2,BRO,NL,29,31,7,5,1,1,0,1.0,1.0,,12,6.0,,1.0,2.0,,0.0
5752,laryly01,1939,3,SLN,NL,34,75,11,14,3,0,0,9.0,1.0,,16,15.0,,0.0,5.0,,5.0
5753,lazzeto01,1939,1,BRO,NL,14,39,6,11,2,0,3,6.0,1.0,,10,7.0,,2.0,0.0,,1.0
5754,lazzeto01,1939,2,NY1,NL,13,44,7,13,0,0,1,8.0,0.0,,7,6.0,,0.0,0.0,,2.0
5755,leebi02,1939,1,CHN,NL,37,103,3,13,0,0,1,3.0,0.0,,4,16.0,,0.0,8.0,,1.0
5756,lombaer01,1939,1,CIN,NL,130,450,43,129,26,2,20,85.0,0.0,,35,19.0,,3.0,6.0,,24.0
5757,lopezal01,1939,1,BSN,NL,131,412,32,104,22,1,8,49.0,1.0,,40,45.0,,0.0,11.0,,10.0
5758,macfada01,1939,1,BSN,NL,33,67,6,12,1,0,0,6.0,0.0,,2,19.0,,0.0,5.0,,2.0
5759,majesha01,1939,1,BSN,NL,106,367,35,100,16,1,7,54.0,2.0,,18,30.0,,2.0,7.0,,10.0
5760,mancugu01,1939,1,CHN,NL,80,251,17,58,10,0,2,17.0,0.0,,24,19.0,,0.0,6.0,,4.0
5761,manushe01,1939,1,PIT,NL,10,12,0,0,0,0,0,1.0,0.0,,1,1.0,,0.0,0.0,,1.0
5762,masiph01,1939,1,BSN,NL,46,114,14,29,7,2,1,14.0,0.0,,9,15.0,,1.0,0.0,,3.0
5763,medwijo01,1939,1,SLN,NL,150,606,98,201,48,8,14,117.0,6.0,,45,44.0,,2.0,14.0,,15.0
5764,mizejo01,1939,1,SLN,NL,153,564,104,197,44,14,28,108.0,0.0,,92,49.0,,4.0,10.0,,9.0
5765,moorege03,1939,1,BRO,NL,107,306,45,69,13,6,3,39.0,4.0,,40,50.0,,0.0,4.0,,4.0
5766,muellra01,1939,1,PIT,NL,86,180,14,42,8,1,2,18.0,0.0,,14,22.0,,0.0,10.0,,2.0
5767,nichobi01,1939,1,CHN,NL,58,220,37,65,12,5,5,38.0,0.0,,20,29.0,,0.0,3.0,,1.0
5768,ottme01,1939,1,NY1,NL,125,396,85,122,23,2,27,80.0,2.0,,100,50.0,,1.0,11.0,,5.0
5769,raffeke01,1939,1,SLN,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5770,rootch01,1939,1,CHN,NL,35,57,4,10,2,1,2,6.0,0.0,,2,21.0,,1.0,3.0,,0.0
5771,russeja01,1939,1,CHN,NL,43,17,1,0,0,0,0,0.0,0.0,,0,8.0,,0.0,0.0,,0.0
5772,shouncl01,1939,1,SLN,NL,53,26,0,3,0,1,0,1.0,0.0,,1,4.0,,0.0,2.0,,0.0
5773,simmoal01,1939,1,BSN,NL,93,330,39,93,17,5,7,43.0,0.0,,22,40.0,,2.0,4.0,,13.0
5774,simmoal01,1939,2,CIN,NL,9,21,0,3,0,0,0,1.0,0.0,,2,3.0,,0.0,0.0,,0.0
5775,slaugen01,1939,1,SLN,NL,149,604,95,193,52,5,12,86.0,2.0,,44,53.0,,5.0,11.0,,11.0
5776,staintu01,1939,1,BRO,NL,68,201,22,54,7,0,3,19.0,0.0,,4,23.0,,2.0,2.0,,0.0
5777,walkedi02,1939,2,BRO,NL,61,225,27,63,6,4,2,38.0,1.0,,20,10.0,,0.0,7.0,,6.0
5778,waltebu01,1939,1,CIN,NL,40,120,16,39,8,1,1,16.0,1.0,,5,12.0,,1.0,5.0,,2.0
5779,wanerll01,1939,1,PIT,NL,112,379,49,108,15,3,0,24.0,0.0,,17,13.0,,3.0,11.0,,5.0
5780,wanerpa01,1939,1,PIT,NL,125,461,62,151,30,6,3,45.0,0.0,,35,18.0,,0.0,10.0,,12.0
5781,warnelo01,1939,1,SLN,NL,34,52,4,10,3,0,0,8.0,0.0,,4,7.0,,1.0,6.0,,3.0
5782,whiteea01,1939,1,CHN,NL,24,29,1,3,0,0,0,0.0,0.0,,2,7.0,,0.0,0.0,,1.0
5783,wilsoji01,1939,1,CIN,NL,4,3,0,1,0,0,0,0.0,0.0,,0,1.0,,0.0,1.0,,0.0
5784,wyattwh01,1939,1,BRO,NL,16,36,1,6,1,0,0,4.0,0.0,,3,16.0,,0.0,0.0,,1.0
5785,allenjo02,1940,1,CLE,AL,32,48,3,10,3,0,0,3.0,0.0,0.0,1,9.0,,0.0,0.0,,1.0
5786,applepe01,1940,1,CHA,AL,25,17,2,3,0,0,0,0.0,0.0,0.0,1,5.0,,0.0,1.0,,0.0
5787,applilu01,1940,1,CHA,AL,150,566,96,197,27,13,0,79.0,3.0,5.0,69,35.0,,1.0,3.0,,11.0
5788,bartedi01,1940,1,DET,AL,139,528,76,123,24,3,7,53.0,12.0,2.0,76,53.0,,5.0,11.0,,11.0
5789,boudrlo01,1940,1,CLE,AL,155,627,97,185,46,10,9,101.0,6.0,3.0,73,39.0,,2.0,4.0,,23.0
5790,bridgto01,1940,1,DET,AL,29,68,5,12,2,0,0,4.0,0.0,0.0,3,23.0,,0.0,4.0,,1.0
5791,browncl01,1940,1,CHA,AL,37,14,0,1,0,0,0,1.0,0.0,0.0,2,2.0,,0.0,3.0,,1.0
5792,chapmbe01,1940,1,CLE,AL,143,548,82,157,40,6,4,50.0,13.0,7.0,78,45.0,,2.0,3.0,,19.0
5793,cramedo01,1940,1,BOS,AL,150,661,94,200,27,12,1,51.0,3.0,5.0,36,29.0,,1.0,14.0,,13.0
5794,cronijo01,1940,1,BOS,AL,149,548,104,156,35,6,24,111.0,7.0,5.0,83,65.0,,1.0,13.0,,6.0
5795,crosefr01,1940,1,NYA,AL,145,546,84,106,23,4,4,31.0,14.0,8.0,72,77.0,,10.0,5.0,,17.0
5796,dahlgba01,1940,1,NYA,AL,155,568,51,150,24,4,12,73.0,1.0,1.0,46,54.0,,5.0,3.0,,20.0
5797,dickebi01,1940,1,NYA,AL,106,372,45,92,11,1,9,54.0,0.0,3.0,48,32.0,,2.0,2.0,,7.0
5798,dietrbi01,1940,1,CHA,AL,23,50,5,12,1,0,1,8.0,0.0,0.0,7,14.0,,0.0,3.0,,1.0
5799,fellebo01,1940,1,CLE,AL,43,115,7,18,5,1,2,12.0,0.0,0.0,8,45.0,,0.0,6.0,,1.0
5800,ferreri01,1940,1,WS1,AL,103,326,35,89,18,2,0,28.0,1.0,1.0,47,15.0,,0.0,2.0,,7.0
5801,finnelo01,1940,1,BOS,AL,130,534,73,171,31,15,5,73.0,5.0,2.0,33,13.0,,0.0,7.0,,16.0
5802,foxxji01,1940,1,BOS,AL,144,515,106,153,30,4,36,119.0,4.0,7.0,101,87.0,,0.0,2.0,,18.0
5803,galehde01,1940,1,BOS,AL,25,39,0,3,1,0,0,1.0,0.0,0.0,0,19.0,,0.0,7.0,,2.0
5804,gehrich01,1940,1,DET,AL,139,515,108,161,33,3,10,81.0,10.0,0.0,101,17.0,,3.0,10.0,,9.0
5805,grovele01,1940,1,BOS,AL,23,53,4,8,0,0,1,2.0,0.0,1.0,3,29.0,,0.0,5.0,,0.0
5806,hadlebu01,1940,1,NYA,AL,25,27,3,3,2,0,0,0.0,0.0,0.0,1,5.0,,0.0,2.0,,1.0
5807,hardeme01,1940,1,CLE,AL,31,62,4,11,1,0,0,4.0,1.0,0.0,4,17.0,,0.0,5.0,,0.0
5808,hayesfr01,1940,1,PHA,AL,136,465,73,143,23,4,16,70.0,9.0,3.0,61,59.0,,1.0,2.0,,13.0
5809,heathje01,1940,1,CLE,AL,100,356,55,78,16,3,14,50.0,5.0,3.0,40,62.0,,0.0,0.0,,2.0
5810,hemslro01,1940,1,CLE,AL,119,416,46,111,20,5,4,42.0,1.0,3.0,22,25.0,,0.0,5.0,,9.0
5811,higgipi01,1940,1,DET,AL,131,480,70,130,24,3,13,76.0,4.0,2.0,61,31.0,,3.0,7.0,,14.0
5812,hoagmy01,1940,1,SLA,AL,76,191,20,50,11,0,3,26.0,2.0,0.0,13,30.0,,0.0,3.0,,4.0
5813,hudliwi01,1940,1,CLE,AL,4,8,0,1,0,0,0,0.0,0.0,0.0,1,3.0,,0.0,0.0,,0.0
5814,hudliwi01,1940,2,WS1,AL,8,10,0,1,0,0,0,0.0,0.0,0.0,0,4.0,,0.0,2.0,,0.0
5815,hudliwi01,1940,3,SLA,AL,6,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,,0.0,0.0,,0.0
5816,kennebo01,1940,1,CHA,AL,154,606,74,153,23,3,3,52.0,3.0,7.0,42,58.0,,0.0,7.0,,17.0
5817,kenneve01,1940,1,SLA,AL,35,84,12,25,3,1,2,12.0,0.0,0.0,3,13.0,,0.0,3.0,,1.0
5818,kressre01,1940,1,DET,AL,33,99,13,22,3,1,1,11.0,0.0,0.0,10,12.0,,0.0,1.0,,7.0
5819,kuheljo01,1940,1,CHA,AL,155,603,111,169,28,8,27,94.0,12.0,5.0,87,59.0,,3.0,10.0,,11.0
5820,laryly01,1940,1,SLA,AL,27,54,5,3,1,1,0,3.0,0.0,0.0,4,7.0,,1.0,2.0,,1.0
5821,leeth01,1940,1,CHA,AL,28,84,7,23,4,0,0,5.0,0.0,0.0,4,30.0,,0.0,5.0,,2.0
5822,leonadu02,1940,1,WS1,AL,35,101,6,16,0,0,0,4.0,0.0,0.0,1,11.0,,0.0,8.0,,4.0
5823,lyonste01,1940,1,CHA,AL,22,75,4,18,4,0,0,7.0,0.0,0.0,2,7.0,,0.0,2.0,,4.0
5824,mastewa02,1940,1,WS1,AL,31,38,6,7,1,0,0,1.0,0.0,0.0,4,17.0,,0.0,3.0,,1.0
5825,mcnaier01,1940,1,CHA,AL,66,251,26,57,13,1,7,31.0,1.0,7.0,12,26.0,,1.0,5.0,,8.0
5826,moseswa01,1940,1,PHA,AL,142,537,91,166,41,9,9,50.0,6.0,4.0,75,44.0,,2.0,5.0,,4.0
5827,myerbu01,1940,1,WS1,AL,71,210,28,61,14,4,0,29.0,6.0,3.0,34,10.0,,0.0,1.0,,6.0
5828,newhoha01,1940,1,DET,AL,28,40,3,8,0,0,0,2.0,0.0,0.0,3,4.0,,0.0,4.0,,0.0
5829,newsobo01,1940,1,DET,AL,36,107,9,23,5,0,0,16.0,0.0,0.0,1,17.0,,0.0,4.0,,4.0
5830,osterfr01,1940,1,BOS,AL,33,54,9,17,3,0,0,1.0,0.0,0.0,3,6.0,,0.0,0.0,,1.0
5831,pottene01,1940,1,PHA,AL,31,71,4,18,2,0,0,4.0,0.0,0.0,3,7.0,,0.0,6.0,,2.0
5832,rowesc01,1940,1,DET,AL,27,67,7,18,6,1,1,18.0,1.0,1.0,5,13.0,,0.0,1.0,,2.0
5833,ruffire01,1940,1,NYA,AL,33,89,8,11,4,0,1,7.0,0.0,0.0,3,9.0,,0.0,1.0,,6.0
5834,simmoal01,1940,1,PHA,AL,37,81,7,25,4,0,1,19.0,0.0,0.0,4,8.0,,0.0,0.0,,4.0
5835,staintu01,1940,1,DET,AL,15,40,4,9,2,0,0,1.0,0.0,0.0,1,9.0,,1.0,2.0,,2.0
5836,swiftbo01,1940,1,SLA,AL,130,398,37,97,20,1,0,39.0,1.0,0.0,28,39.0,,1.0,6.0,,8.0
5837,tebbebi01,1940,1,DET,AL,111,379,46,112,24,4,4,46.0,4.0,5.0,35,14.0,,1.0,2.0,,9.0
5838,troutdi01,1940,1,DET,AL,33,31,4,4,0,0,0,4.0,0.0,0.0,2,9.0,,0.0,0.0,,1.0
5839,valoel01,1940,1,PHA,AL,6,23,6,8,0,0,0,0.0,2.0,0.0,3,0.0,,0.0,0.0,,0.0
5840,vernomi01,1940,1,WS1,AL,5,19,0,3,0,0,0,0.0,0.0,0.0,0,3.0,,0.0,0.0,,1.0
5841,wagneha01,1940,1,PHA,AL,34,75,9,19,5,1,0,10.0,0.0,0.0,11,6.0,,1.0,2.0,,2.0
5842,walkege02,1940,1,WS1,AL,140,595,87,175,29,7,13,96.0,21.0,4.0,24,58.0,,3.0,0.0,,12.0
5843,westsa01,1940,1,WS1,AL,57,99,7,25,6,1,1,18.0,0.0,2.0,16,13.0,,0.0,2.0,,0.0
5844,willite01,1940,1,BOS,AL,144,561,134,193,43,14,23,113.0,4.0,4.0,96,54.0,,3.0,1.0,,13.0
5845,cavarph01,1940,1,CHN,NL,65,193,34,54,11,4,2,22.0,3.0,,31,18.0,,3.0,4.0,,2.0
5846,coffmdi01,1940,1,BSN,NL,31,12,0,1,0,0,0,0.0,0.0,,1,7.0,,0.0,0.0,,0.0
5847,coonejo01,1940,1,BSN,NL,108,365,40,116,14,3,0,21.0,4.0,,25,9.0,,1.0,13.0,,7.0
5848,coopewa01,1940,1,SLN,NL,6,19,3,6,1,0,0,2.0,1.0,,2,2.0,,0.0,0.0,,0.0
5849,cuccito01,1940,1,BSN,NL,34,126,14,34,9,0,0,19.0,1.0,,8,9.0,,1.0,0.0,,4.0
5850,cuccito01,1940,2,NY1,NL,88,307,26,64,9,2,5,36.0,1.0,,16,42.0,,0.0,1.0,,9.0
5851,daviscu01,1940,1,SLN,NL,14,19,0,0,0,0,0,0.0,0.0,,0,6.0,,0.0,1.0,,0.0
5852,daviscu01,1940,2,BRO,NL,22,47,3,6,1,0,1,4.0,0.0,,2,7.0,,0.0,4.0,,0.0
5853,davissp01,1940,1,PIT,NL,99,285,23,93,14,1,5,39.0,0.0,,35,20.0,,2.0,2.0,,15.0
5854,derripa01,1940,1,CIN,NL,37,108,4,18,4,0,0,8.0,0.0,,0,19.0,,0.0,4.0,,1.0
5855,dicksmu01,1940,1,SLN,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5856,durocle01,1940,1,BRO,NL,62,160,10,37,9,1,1,14.0,1.0,,12,13.0,,0.0,3.0,,6.0
5857,elliobo01,1940,1,PIT,NL,148,551,88,161,34,11,5,64.0,13.0,,45,28.0,,2.0,13.0,,11.0
5858,ferrewe01,1940,1,BRO,NL,2,2,0,0,0,0,0,0.0,0.0,,0,2.0,,0.0,0.0,,0.0
5859,fitzsfr01,1940,1,BRO,NL,20,47,6,5,1,0,0,1.0,0.0,,2,8.0,,2.0,4.0,,1.0
5860,frencla01,1940,1,CHN,NL,40,85,5,14,3,0,0,9.0,0.0,,7,20.0,,1.0,4.0,,3.0
5861,freylo01,1940,1,CIN,NL,150,563,102,150,23,6,8,54.0,22.0,,80,48.0,,3.0,17.0,,6.0
5862,galanau01,1940,1,CHN,NL,68,209,33,48,14,2,3,22.0,9.0,,37,23.0,,0.0,2.0,,2.0
5863,gumbeha01,1940,1,NY1,NL,35,87,9,17,2,1,1,5.0,0.0,,2,29.0,,0.0,2.0,,2.0
5864,hackst01,1940,1,CHN,NL,149,603,101,191,38,6,8,40.0,21.0,,75,24.0,,3.0,5.0,,3.0
5865,hartnga01,1940,1,CHN,NL,37,64,3,17,3,0,1,12.0,0.0,,8,7.0,,0.0,1.0,,3.0
5866,hermabi01,1940,1,CHN,NL,135,558,77,163,24,4,5,57.0,1.0,,47,30.0,,0.0,11.0,,16.0
5867,higbeki01,1940,1,PHI,NL,41,103,5,17,1,1,0,3.0,0.0,,3,26.0,,0.0,3.0,,4.0
5868,hoppjo01,1940,1,SLN,NL,80,152,24,41,7,4,1,14.0,3.0,,9,21.0,,1.0,1.0,,4.0
5869,hubbeca01,1940,1,NY1,NL,31,81,5,15,3,0,0,10.0,0.0,,1,15.0,,0.0,2.0,,2.0
5870,hudliwi01,1940,4,NY1,NL,1,1,0,0,0,0,0,0.0,0.0,,0,0.0,,0.0,0.0,,0.0
5871,johnssi01,1940,1,PHI,NL,37,43,2,6,0,0,0,1.0,0.0,,0,13.0,,0.0,2.0,,1.0
5872,johnssy01,1940,1,PHI,NL,17,8,0,0,0,0,0,0.0,0.0,,0,3.0,,0.0,1.0,,1.0
5873,joosted01,1940,1,CIN,NL,88,278,24,60,7,2,1,24.0,4.0,,32,40.0,,2.0,11.0,,7.0
5874,jurgebi01,1940,1,NY1,NL,63,214,23,54,3,3,2,36.0,2.0,,25,14.0,,6.0,3.0,,11.0
5875,kleinch01,1940,1,PHI,NL,116,354,39,77,16,2,7,37.0,2.0,,44,30.0,,0.0,2.0,,8.0
5876,laniema01,1940,1,SLN,NL,35,30,3,6,0,0,0,0.0,0.0,,1,5.0,,0.0,1.0,,4.0
5877,leebi02,1940,1,CHN,NL,37,76,4,10,2,0,0,3.0,0.0,,2,20.0,,1.0,2.0,,0.0
5878,lombaer01,1940,1,CIN,NL,109,376,50,120,22,0,14,74.0,0.0,,31,14.0,,7.0,0.0,,18.0
5879,lopezal01,1940,1,BSN,NL,36,119,20,35,3,1,2,17.0,1.0,,6,8.0,,0.0,1.0,,3.0
5880,lopezal01,1940,2,PIT,NL,59,174,15,45,6,2,1,24.0,5.0,,13,13.0,,0.0,4.0,,8.0
5881,macfada01,1940,1,PIT,NL,35,28,2,5,0,0,0,1.0,0.0,,1,2.0,,0.0,1.0,,1.0
5882,majesha01,1940,1,BSN,NL,3,3,0,0,0,0,0,0.0,0.0,,0,0.0,,0.0,0.0,,0.0
5883,mancugu01,1940,1,BRO,NL,60,144,16,33,8,0,0,16.0,0.0,,13,7.0,,0.0,0.0,,4.0
5884,masiph01,1940,1,BSN,NL,63,138,11,27,4,1,1,14.0,0.0,,14,14.0,,0.0,0.0,,5.0
5885,mcculcl01,1940,1,CHN,NL,9,26,4,4,1,0,0,1.0,0.0,,5,5.0,,0.0,0.0,,1.0
5886,medwijo01,1940,1,SLN,NL,37,158,21,48,12,0,3,20.0,0.0,,6,8.0,,0.0,0.0,,8.0
5887,medwijo01,1940,2,BRO,NL,106,423,62,127,18,12,14,66.0,2.0,,26,28.0,,3.0,0.0,,11.0
5888,mizejo01,1940,1,SLN,NL,155,579,111,182,31,13,43,137.0,7.0,,82,49.0,,5.0,0.0,,10.0
5889,moorege03,1940,1,BRO,NL,10,26,3,7,2,0,0,2.0,0.0,,1,3.0,,0.0,0.0,,0.0
5890,moorege03,1940,2,BSN,NL,103,363,46,106,24,1,5,39.0,2.0,,25,32.0,,0.0,4.0,,10.0
5891,muellra01,1940,1,PIT,NL,4,3,1,1,0,0,0,1.0,0.0,,2,0.0,,0.0,0.0,,0.0
5892,nichobi01,1940,1,CHN,NL,135,491,78,146,27,7,25,98.0,2.0,,50,67.0,,3.0,1.0,,7.0
5893,ottme01,1940,1,NY1,NL,151,536,89,155,27,3,19,79.0,6.0,,100,50.0,,6.0,5.0,,9.0
5894,raffeke01,1940,1,CHN,NL,43,30,2,5,0,0,0,0.0,0.0,,0,18.0,,0.0,2.0,,0.0
5895,reesepe01,1940,1,BRO,NL,84,312,58,85,8,4,5,28.0,15.0,,45,42.0,,1.0,3.0,,1.0
5896,rootch01,1940,1,CHN,NL,36,31,4,4,0,0,0,1.0,0.0,,2,10.0,,1.0,0.0,,2.0
5897,russeja01,1940,1,SLN,NL,26,13,0,0,0,0,0,0.0,0.0,,0,6.0,,0.0,0.0,,1.0
5898,shouncl01,1940,1,SLN,NL,54,63,5,12,0,0,0,5.0,0.0,,0,5.0,,0.0,2.0,,1.0
5899,slaugen01,1940,1,SLN,NL,140,516,96,158,25,13,17,73.0,8.0,,50,35.0,,2.0,1.0,,4.0
5900,walkedi02,1940,1,BRO,NL,143,556,75,171,37,8,6,66.0,3.0,,42,21.0,,1.0,6.0,,7.0
5901,waltebu01,1940,1,CIN,NL,37,117,11,24,3,0,1,18.0,2.0,,4,14.0,,0.0,6.0,,1.0
5902,wanerll01,1940,1,PIT,NL,72,166,30,43,3,0,0,3.0,2.0,,5,5.0,,1.0,0.0,,1.0
5903,wanerpa01,1940,1,PIT,NL,89,238,32,69,16,1,1,32.0,0.0,,23,14.0,,0.0,0.0,,4.0
5904,warnelo01,1940,1,SLN,NL,33,86,6,18,2,0,1,13.0,0.0,,5,24.0,,0.0,7.0,,4.0
5905,wilsoji01,1940,1,CIN,NL,16,37,2,9,2,0,0,3.0,1.0,,2,1.0,,0.0,2.0,,0.0
5906,wyattwh01,1940,1,BRO,NL,37,80,8,14,2,0,1,7.0,0.0,,2,15.0,,0.0,8.0,,4.0
5907,allenjo02,1941,1,SLA,AL,20,22,6,3,0,0,1,4.0,0.0,0.0,1,3.0,,0.0,1.0,,2.0
5908,applepe01,1941,1,CHA,AL,13,4,0,1,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0
5909,applilu01,1941,1,CHA,AL,154,592,93,186,26,8,1,57.0,12.0,8.0,82,32.0,,1.0,2.0,,10.0
5910,bartedi01,1941,1,DET,AL,5,12,0,2,1,0,0,1.0,0.0,1.0,2,2.0,,1.0,1.0,,0.0
5911,boudrlo01,1941,1,CLE,AL,148,579,95,149,45,8,10,56.0,9.0,4.0,85,57.0,,3.0,14.0,,11.0
5912,bridgto01,1941,1,DET,AL,25,47,2,4,1,0,0,1.0,0.0,0.0,4,11.0,,0.0,4.0,,1.0
5913,browncl01,1941,1,CLE,AL,41,17,1,2,0,1,0,2.0,0.0,0.0,2,5.0,,0.0,0.0,,0.0
5914,chapmbe01,1941,1,WS1,AL,28,110,9,28,6,0,1,10.0,2.0,2.0,10,6.0,,0.0,1.0,,7.0
5915,chapmbe01,1941,2,CHA,AL,57,190,26,43,9,1,2,19.0,2.0,2.0,19,14.0,,0.0,1.0,,2.0
5916,cramedo01,1941,1,WS1,AL,154,660,93,180,25,6,2,66.0,4.0,1.0,37,15.0,,6.0,4.0,,16.0
5917,cronijo01,1941,1,BOS,AL,143,518,98,161,38,8,16,95.0,1.0,4.0,82,55.0,,1.0,14.0,,20.0
5918,crosefr01,1941,1,NYA,AL,50,148,13,33,2,2,1,22.0,0.0,2.0,18,14.0,,3.0,0.0,,6.0
5919,dickebi01,1941,1,NYA,AL,109,348,35,99,15,5,7,71.0,2.0,1.0,45,17.0,,3.0,1.0,,10.0
5920,dietrbi01,1941,1,CHA,AL,19,34,4,3,1,0,0,1.0,0.0,0.0,7,11.0,,1.0,1.0,,0.0
5921,eversho01,1941,1,DET,AL,1,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,,0.0,0.0,,1.0
5922,fellebo01,1941,1,CLE,AL,44,120,11,18,1,4,1,12.0,0.0,0.0,8,44.0,,1.0,10.0,,1.0
5923,ferreri01,1941,1,WS1,AL,21,66,8,18,5,0,0,13.0,1.0,0.0,15,4.0,,0.0,1.0,,3.0
5924,ferreri01,1941,2,SLA,AL,100,321,30,81,14,3,2,23.0,2.0,1.0,52,22.0,,0.0,2.0,,9.0
5925,finnelo01,1941,1,BOS,AL,127,497,83,143,24,10,4,53.0,2.0,5.0,38,17.0,,1.0,9.0,,13.0
5926,foxxji01,1941,1,BOS,AL,135,487,87,146,27,8,19,105.0,2.0,5.0,93,103.0,,0.0,2.0,,21.0
5927,galehde01,1941,1,SLA,AL,30,68,4,13,2,0,0,5.0,0.0,0.0,2,14.0,,0.0,5.0,,5.0
5928,gehrich01,1941,1,DET,AL,127,436,65,96,19,4,3,46.0,1.0,2.0,95,26.0,,3.0,3.0,,11.0
5929,gromest01,1941,1,CLE,AL,9,6,1,1,0,0,0,0.0,0.0,0.0,0,1.0,,0.0,0.0,,2.0
5930,grovele01,1941,1,BOS,AL,21,45,6,5,2,0,0,0.0,0.0,0.0,4,18.0,,0.0,6.0,,1.0
5931,hadlebu01,1941,2,PHA,AL,25,31,4,4,1,0,0,1.0,0.0,0.0,3,8.0,,0.0,1.0,,1.0
5932,hardeme01,1941,1,CLE,AL,15,25,1,2,0,0,0,0.0,0.0,0.0,0,7.0,,0.0,0.0,,1.0
5933,hayesfr01,1941,1,PHA,AL,126,439,66,123,27,4,12,63.0,2.0,0.0,62,56.0,,0.0,1.0,,23.0
5934,heathje01,1941,1,CLE,AL,151,585,89,199,32,20,24,123.0,18.0,12.0,50,69.0,,4.0,4.0,,5.0
5935,heganji01,1941,1,CLE,AL,16,47,4,15,2,0,1,5.0,0.0,0.0,4,7.0,,0.0,2.0,,1.0
5936,hemslro01,1941,1,CLE,AL,98,288,29,69,10,5,2,24.0,2.0,0.0,18,19.0,,0.0,3.0,,8.0
5937,higgipi01,1941,1,DET,AL,147,540,79,161,28,3,11,73.0,5.0,4.0,67,45.0,,2.0,10.0,,20.0
5938,hoagmy01,1941,1,SLA,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0
5939,hoagmy01,1941,2,CHA,AL,106,380,30,97,13,3,1,44.0,6.0,10.0,27,29.0,,1.0,3.0,,11.0
5940,kennebo01,1941,1,CHA,AL,76,257,16,53,9,3,1,29.0,5.0,3.0,17,23.0,,0.0,8.0,,4.0
5941,kenneve01,1941,1,SLA,AL,6,15,2,6,0,1,0,2.0,0.0,0.0,1,1.0,,0.0,1.0,,0.0
5942,kenneve01,1941,2,WS1,AL,18,21,1,3,0,0,0,1.0,0.0,0.0,1,4.0,,0.0,0.0,,0.0
5943,kuheljo01,1941,1,CHA,AL,153,600,99,150,39,5,12,63.0,20.0,5.0,70,55.0,,3.0,5.0,,17.0
5944,leeth01,1941,1,CHA,AL,35,114,7,29,5,0,0,8.0,0.0,0.0,4,20.0,,0.0,1.0,,4.0
5945,lemonbo01,1941,1,CLE,AL,5,4,0,1,0,0,0,0.0,0.0,0.0,0,1.0,,0.0,0.0,,0.0
5946,leonadu02,1941,1,WS1,AL,34,88,1,9,2,0,0,8.0,0.0,0.0,1,13.0,,0.0,11.0,,1.0
5947,lyonste01,1941,1,CHA,AL,22,74,8,20,2,0,0,6.0,0.0,0.0,2,6.0,,0.0,2.0,,2.0
5948,macfada01,1941,1,WS1,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5949,mastewa02,1941,1,WS1,AL,34,19,1,2,0,0,0,1.0,0.0,0.0,0,10.0,,0.0,2.0,,0.0
5950,mcnaier01,1941,1,DET,AL,23,59,5,11,1,0,0,3.0,0.0,0.0,4,4.0,,1.0,0.0,,5.0
5951,moseswa01,1941,1,PHA,AL,116,438,78,132,31,4,4,35.0,3.0,3.0,62,27.0,,0.0,9.0,,6.0
5952,myerbu01,1941,1,WS1,AL,53,107,14,27,3,1,0,9.0,2.0,0.0,18,10.0,,0.0,0.0,,3.0
5953,newhoha01,1941,1,DET,AL,33,60,3,9,0,0,0,2.0,1.0,0.0,3,8.0,,0.0,5.0,,2.0
5954,newsobo01,1941,1,DET,AL,43,88,3,9,0,0,0,3.0,0.0,0.0,2,20.0,,1.0,5.0,,3.0
5955,osterfr01,1941,1,SLA,AL,16,14,1,3,0,0,0,0.0,0.0,0.0,1,0.0,,0.0,2.0,,1.0
