,id,date,time,name,size,type,price
8284,2015-003575,2015-03-01,21:10:58,veggie_veg,L,veggie,20.25
8285,2015-003576,2015-03-01,22:00:46,pepperoni,L,classic,15.25
8286,2015-003576,2015-03-01,22:00:46,thai_ckn,S,chicken,12.75
8287,2015-003576,2015-03-01,22:00:46,five_cheese,L,veggie,18.5
8288,2015-003577,2015-03-01,22:08:42,southw_ckn,L,chicken,20.75
8289,2015-003578,2015-03-01,22:23:48,cali_ckn,M,chicken,16.75
8290,2015-003579,2015-03-01,22:59:18,classic_dlx,S,classic,12.0
8291,2015-003579,2015-03-01,22:59:18,big_meat,S,classic,12.0
8292,2015-003580,2015-03-02,11:49:24,pep_msh_pep,S,classic,11.0
8293,2015-003581,2015-03-02,11:52:25,ckn_alfredo,M,chicken,16.75
8294,2015-003582,2015-03-02,11:55:07,prsc_argla,M,supreme,16.5
8295,2015-003582,2015-03-02,11:55:07,spicy_ital,M,supreme,16.5
8296,2015-003583,2015-03-02,12:07:16,bbq_ckn,S,chicken,12.75
8297,2015-003583,2015-03-02,12:07:16,calabrese,M,supreme,16.25
8298,2015-003583,2015-03-02,12:07:16,mexicana,M,veggie,16.0
8299,2015-003583,2015-03-02,12:07:16,spinach_fet,S,veggie,12.0
8300,2015-003583,2015-03-02,12:07:16,five_cheese,L,veggie,18.5
8301,2015-003583,2015-03-02,12:07:16,four_cheese,L,veggie,17.95
8302,2015-003583,2015-03-02,12:07:16,spin_pesto,M,veggie,16.5
8303,2015-003583,2015-03-02,12:07:16,cali_ckn,M,chicken,16.75
8304,2015-003583,2015-03-02,12:07:16,ital_cpcllo,L,classic,20.5
8305,2015-003583,2015-03-02,12:07:16,spicy_ital,M,supreme,16.5
8306,2015-003583,2015-03-02,12:07:16,spicy_ital,L,supreme,20.75
8307,2015-003583,2015-03-02,12:07:16,sicilian,M,supreme,16.25
8308,2015-003583,2015-03-02,12:07:16,southw_ckn,L,chicken,20.75
8309,2015-003584,2015-03-02,12:30:47,thai_ckn,M,chicken,16.75
8310,2015-003584,2015-03-02,12:30:47,five_cheese,L,veggie,18.5
8311,2015-003584,2015-03-02,12:30:47,ckn_alfredo,L,chicken,20.75
8312,2015-003585,2015-03-02,12:33:30,napolitana,L,classic,20.5
8313,2015-003586,2015-03-02,12:34:55,bbq_ckn,M,chicken,16.75
8314,2015-003587,2015-03-02,12:39:13,pep_msh_pep,M,classic,14.5
8315,2015-003587,2015-03-02,12:39:13,spinach_fet,L,veggie,20.25
8316,2015-003587,2015-03-02,12:39:13,ital_supr,L,supreme,20.75
8317,2015-003588,2015-03-02,12:42:52,peppr_salami,L,supreme,20.75
8318,2015-003589,2015-03-02,12:46:49,cali_ckn,L,chicken,20.75
8319,2015-003589,2015-03-02,12:46:49,veggie_veg,S,veggie,12.0
8320,2015-003589,2015-03-02,12:46:49,ckn_pesto,L,chicken,20.75
8321,2015-003589,2015-03-02,12:46:49,veggie_veg,M,veggie,16.0
8322,2015-003589,2015-03-02,12:46:49,bbq_ckn,S,chicken,12.75
8323,2015-003589,2015-03-02,12:46:49,hawaiian,M,classic,13.25
8324,2015-003589,2015-03-02,12:46:49,the_greek,XL,classic,25.5
8325,2015-003589,2015-03-02,12:46:49,mediterraneo,M,veggie,16.0
8326,2015-003589,2015-03-02,12:46:49,napolitana,M,classic,16.0
8327,2015-003590,2015-03-02,12:50:05,ital_veggie,M,veggie,16.75
8328,2015-003590,2015-03-02,12:50:05,spicy_ital,M,supreme,16.5
8329,2015-003590,2015-03-02,12:50:05,spicy_ital,L,supreme,20.75
8330,2015-003590,2015-03-02,12:50:05,hawaiian,S,classic,10.5
8331,2015-003591,2015-03-02,13:07:22,ital_supr,L,supreme,20.75
8332,2015-003592,2015-03-02,13:11:50,soppressata,M,supreme,16.5
8333,2015-003593,2015-03-02,13:15:28,green_garden,S,veggie,12.0
8334,2015-003593,2015-03-02,13:15:28,southw_ckn,L,chicken,20.75
8335,2015-003593,2015-03-02,13:15:28,cali_ckn,L,chicken,20.75
8336,2015-003593,2015-03-02,13:15:28,spicy_ital,L,supreme,20.75
8337,2015-003594,2015-03-02,13:22:54,pep_msh_pep,S,classic,11.0
8338,2015-003595,2015-03-02,13:33:21,brie_carre,S,supreme,23.65
8339,2015-003595,2015-03-02,13:33:21,cali_ckn,L,chicken,20.75
8340,2015-003596,2015-03-02,13:37:06,big_meat,S,classic,12.0
8341,2015-003597,2015-03-02,13:43:07,spinach_fet,L,veggie,20.25
8342,2015-003598,2015-03-02,13:46:38,soppressata,L,supreme,20.75
8343,2015-003599,2015-03-02,13:59:44,calabrese,M,supreme,16.25
8344,2015-003600,2015-03-02,14:01:10,spinach_supr,S,supreme,12.5
8345,2015-003600,2015-03-02,14:01:10,spinach_supr,L,supreme,20.75
8346,2015-003601,2015-03-02,14:04:41,hawaiian,M,classic,13.25
8347,2015-003601,2015-03-02,14:04:41,pep_msh_pep,S,classic,11.0
8348,2015-003601,2015-03-02,14:04:41,southw_ckn,M,chicken,16.75
8349,2015-003602,2015-03-02,14:43:05,mexicana,L,veggie,20.25
8350,2015-003603,2015-03-02,15:01:31,big_meat,S,classic,12.0
8351,2015-003604,2015-03-02,15:27:26,cali_ckn,S,chicken,12.75
8352,2015-003605,2015-03-02,15:27:51,prsc_argla,M,supreme,16.5
8353,2015-003605,2015-03-02,15:27:51,hawaiian,S,classic,10.5
8354,2015-003606,2015-03-02,15:40:12,sicilian,L,supreme,20.25
8355,2015-003606,2015-03-02,15:40:12,ital_supr,M,supreme,16.5
8356,2015-003606,2015-03-02,15:40:12,spicy_ital,L,supreme,20.75
8357,2015-003607,2015-03-02,15:43:31,spinach_supr,L,supreme,20.75
8358,2015-003607,2015-03-02,15:43:31,spinach_fet,S,veggie,12.0
8359,2015-003608,2015-03-02,15:50:46,bbq_ckn,L,chicken,20.75
8360,2015-003608,2015-03-02,15:50:46,green_garden,S,veggie,12.0
8361,2015-003608,2015-03-02,15:50:46,mexicana,L,veggie,20.25
8362,2015-003608,2015-03-02,15:50:46,ital_cpcllo,L,classic,20.5
8363,2015-003609,2015-03-02,15:53:54,thai_ckn,S,chicken,12.75
8364,2015-003609,2015-03-02,15:53:54,bbq_ckn,L,chicken,20.75
8365,2015-003610,2015-03-02,16:19:32,classic_dlx,M,classic,16.0
8366,2015-003610,2015-03-02,16:19:32,classic_dlx,S,classic,12.0
8367,2015-003610,2015-03-02,16:19:32,ital_veggie,L,veggie,21.0
8368,2015-003610,2015-03-02,16:19:32,classic_dlx,M,classic,16.0
8369,2015-003611,2015-03-02,16:28:50,southw_ckn,M,chicken,16.75
8370,2015-003612,2015-03-02,16:36:01,spin_pesto,M,veggie,16.5
8371,2015-003613,2015-03-02,16:36:54,the_greek,XL,classic,25.5
8372,2015-003613,2015-03-02,16:36:54,four_cheese,L,veggie,17.95
8373,2015-003614,2015-03-02,16:58:21,spin_pesto,L,veggie,20.75
8374,2015-003614,2015-03-02,16:58:21,sicilian,L,supreme,20.25
8375,2015-003615,2015-03-02,17:13:08,pepperoni,M,classic,12.5
8376,2015-003615,2015-03-02,17:13:08,cali_ckn,M,chicken,16.75
8377,2015-003615,2015-03-02,17:13:08,bbq_ckn,S,chicken,12.75
8378,2015-003616,2015-03-02,17:19:07,veggie_veg,S,veggie,12.0
8379,2015-003616,2015-03-02,17:19:07,cali_ckn,L,chicken,20.75
8380,2015-003617,2015-03-02,17:31:32,bbq_ckn,L,chicken,20.75
8381,2015-003617,2015-03-02,17:31:32,veggie_veg,L,veggie,20.25
8382,2015-003617,2015-03-02,17:31:32,southw_ckn,L,chicken,20.75
8383,2015-003618,2015-03-02,17:33:55,peppr_salami,S,supreme,12.5
8384,2015-003618,2015-03-02,17:33:55,prsc_argla,L,supreme,20.75
8385,2015-003618,2015-03-02,17:33:55,classic_dlx,M,classic,16.0
8386,2015-003618,2015-03-02,17:33:55,big_meat,S,classic,12.0
8387,2015-003619,2015-03-02,17:47:31,napolitana,L,classic,20.5
8388,2015-003619,2015-03-02,17:47:31,thai_ckn,L,chicken,20.75
8389,2015-003620,2015-03-02,17:54:08,calabrese,M,supreme,16.25
8390,2015-003621,2015-03-02,18:02:16,pepperoni,S,classic,9.75
8391,2015-003622,2015-03-02,18:06:22,hawaiian,M,classic,13.25
8392,2015-003622,2015-03-02,18:06:22,prsc_argla,M,supreme,16.5
8393,2015-003622,2015-03-02,18:06:22,peppr_salami,L,supreme,20.75
8394,2015-003622,2015-03-02,18:06:22,the_greek,XL,classic,25.5
8395,2015-003623,2015-03-02,18:20:06,thai_ckn,L,chicken,20.75
8396,2015-003623,2015-03-02,18:20:06,ckn_pesto,S,chicken,12.75
8397,2015-003623,2015-03-02,18:20:06,classic_dlx,M,classic,16.0
8398,2015-003624,2015-03-02,18:25:01,southw_ckn,L,chicken,20.75
8399,2015-003625,2015-03-02,18:29:22,mediterraneo,L,veggie,20.25
8400,2015-003625,2015-03-02,18:29:22,bbq_ckn,S,chicken,12.75
8401,2015-003626,2015-03-02,18:29:51,mexicana,L,veggie,20.25
8402,2015-003626,2015-03-02,18:29:51,thai_ckn,L,chicken,20.75
8403,2015-003626,2015-03-02,18:29:51,prsc_argla,L,supreme,20.75
8404,2015-003627,2015-03-02,18:45:21,spinach_supr,L,supreme,20.75
8405,2015-003627,2015-03-02,18:45:21,spicy_ital,L,supreme,20.75
8406,2015-003627,2015-03-02,18:45:21,ital_veggie,S,veggie,12.75
8407,2015-003628,2015-03-02,19:01:00,bbq_ckn,S,chicken,12.75
8408,2015-003628,2015-03-02,19:01:00,mexicana,L,veggie,20.25
8409,2015-003629,2015-03-02,19:09:34,big_meat,S,classic,12.0
8410,2015-003629,2015-03-02,19:09:34,classic_dlx,M,classic,16.0
8411,2015-003629,2015-03-02,19:09:34,veggie_veg,M,veggie,16.0
8412,2015-003629,2015-03-02,19:09:34,green_garden,L,veggie,20.25
8413,2015-003630,2015-03-02,19:34:40,spinach_fet,L,veggie,20.25
8414,2015-003630,2015-03-02,19:34:40,peppr_salami,L,supreme,20.75
8415,2015-003630,2015-03-02,19:34:40,ital_cpcllo,S,classic,12.0
8416,2015-003631,2015-03-02,20:41:25,spicy_ital,M,supreme,16.5
8417,2015-003632,2015-03-02,21:00:34,pepperoni,L,classic,15.25
8418,2015-003633,2015-03-02,21:03:49,hawaiian,M,classic,13.25
8419,2015-003633,2015-03-02,21:03:49,pep_msh_pep,M,classic,14.5
8420,2015-003633,2015-03-02,21:03:49,pepperoni,M,classic,12.5
8421,2015-003634,2015-03-02,21:16:40,southw_ckn,L,chicken,20.75
8422,2015-003634,2015-03-02,21:16:40,big_meat,S,classic,12.0
8423,2015-003634,2015-03-02,21:16:40,classic_dlx,M,classic,16.0
8424,2015-003635,2015-03-02,21:28:09,southw_ckn,S,chicken,12.75
8425,2015-003635,2015-03-02,21:28:09,southw_ckn,M,chicken,16.75
8426,2015-003635,2015-03-02,21:28:09,southw_ckn,L,chicken,20.75
8427,2015-003635,2015-03-02,21:28:09,sicilian,L,supreme,20.25
8428,2015-003636,2015-03-02,21:34:03,southw_ckn,L,chicken,20.75
8429,2015-003636,2015-03-02,21:34:03,pep_msh_pep,M,classic,14.5
8430,2015-003637,2015-03-02,22:21:24,hawaiian,S,classic,10.5
8431,2015-003638,2015-03-03,11:26:02,cali_ckn,L,chicken,20.75
8432,2015-003639,2015-03-03,11:31:41,spicy_ital,S,supreme,12.5
8433,2015-003639,2015-03-03,11:31:41,cali_ckn,L,chicken,20.75
8434,2015-003640,2015-03-03,11:50:41,sicilian,S,supreme,12.25
8435,2015-003641,2015-03-03,12:14:07,napolitana,L,classic,20.5
8436,2015-003642,2015-03-03,12:24:18,southw_ckn,M,chicken,16.75
8437,2015-003642,2015-03-03,12:24:18,five_cheese,L,veggie,18.5
8438,2015-003642,2015-03-03,12:24:18,hawaiian,M,classic,13.25
8439,2015-003643,2015-03-03,12:39:57,prsc_argla,S,supreme,12.5
8440,2015-003643,2015-03-03,12:39:57,five_cheese,L,veggie,18.5
8441,2015-003643,2015-03-03,12:39:57,napolitana,M,classic,16.0
8442,2015-003643,2015-03-03,12:39:57,ital_cpcllo,L,classic,20.5
8443,2015-003644,2015-03-03,12:48:47,hawaiian,L,classic,16.5
8444,2015-003645,2015-03-03,12:57:06,cali_ckn,M,chicken,16.75
8445,2015-003646,2015-03-03,12:57:32,spinach_fet,S,veggie,12.0
8446,2015-003646,2015-03-03,12:57:32,green_garden,S,veggie,12.0
8447,2015-003647,2015-03-03,13:01:48,prsc_argla,L,supreme,20.75
8448,2015-003648,2015-03-03,13:05:06,hawaiian,S,classic,10.5
8449,2015-003648,2015-03-03,13:05:06,ckn_alfredo,L,chicken,20.75
8450,2015-003649,2015-03-03,13:07:20,spinach_fet,M,veggie,16.0
8451,2015-003649,2015-03-03,13:07:20,four_cheese,L,veggie,17.95
8452,2015-003649,2015-03-03,13:07:20,big_meat,S,classic,12.0
8453,2015-003649,2015-03-03,13:07:20,spinach_supr,S,supreme,12.5
8454,2015-003650,2015-03-03,13:13:33,calabrese,M,supreme,16.25
8455,2015-003650,2015-03-03,13:13:33,hawaiian,L,classic,16.5
8456,2015-003650,2015-03-03,13:13:33,green_garden,M,veggie,16.0
8457,2015-003651,2015-03-03,13:16:50,five_cheese,L,veggie,18.5
8458,2015-003652,2015-03-03,13:21:01,spinach_supr,S,supreme,12.5
8459,2015-003652,2015-03-03,13:21:01,southw_ckn,M,chicken,16.75
8460,2015-003652,2015-03-03,13:21:01,ital_veggie,M,veggie,16.75
8461,2015-003652,2015-03-03,13:21:01,ital_supr,M,supreme,16.5
8462,2015-003653,2015-03-03,13:25:29,peppr_salami,L,supreme,20.75
8463,2015-003654,2015-03-03,13:38:34,big_meat,S,classic,12.0
8464,2015-003654,2015-03-03,13:38:34,bbq_ckn,S,chicken,12.75
8465,2015-003654,2015-03-03,13:38:34,classic_dlx,L,classic,20.5
8466,2015-003654,2015-03-03,13:38:34,mexicana,L,veggie,20.25
8467,2015-003654,2015-03-03,13:38:34,cali_ckn,M,chicken,16.75
8468,2015-003654,2015-03-03,13:38:34,ckn_alfredo,M,chicken,16.75
8469,2015-003654,2015-03-03,13:38:34,spicy_ital,M,supreme,16.5
8470,2015-003654,2015-03-03,13:38:34,napolitana,M,classic,16.0
8471,2015-003654,2015-03-03,13:38:34,cali_ckn,L,chicken,20.75
8472,2015-003654,2015-03-03,13:38:34,sicilian,M,supreme,16.25
8473,2015-003654,2015-03-03,13:38:34,hawaiian,L,classic,16.5
8474,2015-003654,2015-03-03,13:38:34,hawaiian,S,classic,10.5
8475,2015-003654,2015-03-03,13:38:34,cali_ckn,L,chicken,20.75
8476,2015-003655,2015-03-03,13:39:24,sicilian,M,supreme,16.25
8477,2015-003655,2015-03-03,13:39:24,classic_dlx,S,classic,12.0
8478,2015-003655,2015-03-03,13:39:24,napolitana,L,classic,20.5
8479,2015-003655,2015-03-03,13:39:24,thai_ckn,S,chicken,12.75
8480,2015-003656,2015-03-03,13:41:05,spinach_fet,S,veggie,12.0
8481,2015-003657,2015-03-03,13:53:01,mexicana,M,veggie,16.0
8482,2015-003657,2015-03-03,13:53:01,four_cheese,M,veggie,14.75
8483,2015-003658,2015-03-03,14:00:33,thai_ckn,L,chicken,20.75
8484,2015-003658,2015-03-03,14:00:33,thai_ckn,L,chicken,20.75
8485,2015-003658,2015-03-03,14:00:33,ital_cpcllo,L,classic,20.5
8486,2015-003659,2015-03-03,14:03:25,cali_ckn,S,chicken,12.75
8487,2015-003659,2015-03-03,14:03:25,veggie_veg,M,veggie,16.0
8488,2015-003659,2015-03-03,14:03:25,veggie_veg,S,veggie,12.0
8489,2015-003659,2015-03-03,14:03:25,peppr_salami,L,supreme,20.75
8490,2015-003659,2015-03-03,14:03:25,hawaiian,M,classic,13.25
8491,2015-003659,2015-03-03,14:03:25,pepperoni,L,classic,15.25
8492,2015-003659,2015-03-03,14:03:25,spin_pesto,S,veggie,12.5
8493,2015-003659,2015-03-03,14:03:25,prsc_argla,M,supreme,16.5
8494,2015-003659,2015-03-03,14:03:25,soppressata,S,supreme,12.5
8495,2015-003659,2015-03-03,14:03:25,southw_ckn,L,chicken,20.75
8496,2015-003659,2015-03-03,14:03:25,spin_pesto,S,veggie,12.5
8497,2015-003660,2015-03-03,14:08:53,pepperoni,M,classic,12.5
8498,2015-003660,2015-03-03,14:08:53,hawaiian,L,classic,16.5
8499,2015-003660,2015-03-03,14:08:53,classic_dlx,M,classic,16.0
8500,2015-003660,2015-03-03,14:08:53,big_meat,S,classic,12.0
8501,2015-003661,2015-03-03,15:05:02,bbq_ckn,M,chicken,16.75
8502,2015-003661,2015-03-03,15:05:02,mexicana,S,veggie,12.0
8503,2015-003661,2015-03-03,15:05:02,thai_ckn,M,chicken,16.75
8504,2015-003661,2015-03-03,15:05:02,ital_cpcllo,L,classic,20.5
8505,2015-003662,2015-03-03,15:34:25,four_cheese,M,veggie,14.75
8506,2015-003663,2015-03-03,15:47:14,sicilian,L,supreme,20.25
8507,2015-003663,2015-03-03,15:47:14,mediterraneo,M,veggie,16.0
8508,2015-003663,2015-03-03,15:47:14,mexicana,L,veggie,20.25
8509,2015-003663,2015-03-03,15:47:14,ckn_alfredo,M,chicken,16.75
8510,2015-003664,2015-03-03,15:55:09,classic_dlx,S,classic,12.0
8511,2015-003665,2015-03-03,16:32:20,ital_veggie,L,veggie,21.0
8512,2015-003665,2015-03-03,16:32:20,ital_cpcllo,L,classic,20.5
8513,2015-003665,2015-03-03,16:32:20,bbq_ckn,L,chicken,20.75
8514,2015-003666,2015-03-03,16:43:44,bbq_ckn,L,chicken,20.75
8515,2015-003666,2015-03-03,16:43:44,soppressata,L,supreme,20.75
8516,2015-003667,2015-03-03,16:46:19,peppr_salami,S,supreme,12.5
8517,2015-003667,2015-03-03,16:46:19,ckn_alfredo,M,chicken,16.75
8518,2015-003667,2015-03-03,16:46:19,peppr_salami,L,supreme,20.75
8519,2015-003668,2015-03-03,17:06:11,sicilian,L,supreme,20.25
8520,2015-003668,2015-03-03,17:06:11,ital_cpcllo,L,classic,20.5
8521,2015-003668,2015-03-03,17:06:11,hawaiian,S,classic,10.5
8522,2015-003669,2015-03-03,17:19:38,big_meat,S,classic,12.0
8523,2015-003669,2015-03-03,17:19:38,brie_carre,S,supreme,23.65
8524,2015-003669,2015-03-03,17:19:38,spinach_supr,L,supreme,20.75
8525,2015-003670,2015-03-03,17:27:05,classic_dlx,M,classic,16.0
8526,2015-003670,2015-03-03,17:27:05,veggie_veg,M,veggie,16.0
8527,2015-003671,2015-03-03,17:27:27,the_greek,M,classic,16.0
8528,2015-003671,2015-03-03,17:27:27,prsc_argla,L,supreme,20.75
8529,2015-003671,2015-03-03,17:27:27,classic_dlx,L,classic,20.5
8530,2015-003672,2015-03-03,17:29:49,thai_ckn,L,chicken,20.75
8531,2015-003673,2015-03-03,17:48:45,spinach_fet,L,veggie,20.25
8532,2015-003673,2015-03-03,17:48:45,brie_carre,S,supreme,23.65
8533,2015-003674,2015-03-03,17:58:31,spin_pesto,S,veggie,12.5
8534,2015-003675,2015-03-03,18:18:27,ckn_alfredo,L,chicken,20.75
8535,2015-003675,2015-03-03,18:18:27,spinach_fet,M,veggie,16.0
8536,2015-003675,2015-03-03,18:18:27,mexicana,L,veggie,20.25
8537,2015-003675,2015-03-03,18:18:27,hawaiian,S,classic,10.5
8538,2015-003676,2015-03-03,18:29:01,sicilian,M,supreme,16.25
8539,2015-003677,2015-03-03,18:36:32,pepperoni,L,classic,15.25
8540,2015-003677,2015-03-03,18:36:32,peppr_salami,M,supreme,16.5
8541,2015-003677,2015-03-03,18:36:32,big_meat,S,classic,12.0
8542,2015-003677,2015-03-03,18:36:32,ital_veggie,M,veggie,16.75
8543,2015-003678,2015-03-03,18:41:49,pepperoni,S,classic,9.75
8544,2015-003678,2015-03-03,18:41:49,spin_pesto,S,veggie,12.5
8545,2015-003679,2015-03-03,18:45:59,veggie_veg,L,veggie,20.25
8546,2015-003680,2015-03-03,19:10:38,bbq_ckn,S,chicken,12.75
8547,2015-003681,2015-03-03,19:11:50,hawaiian,M,classic,13.25
8548,2015-003682,2015-03-03,19:46:03,mexicana,L,veggie,20.25
8549,2015-003682,2015-03-03,19:46:03,cali_ckn,M,chicken,16.75
8550,2015-003683,2015-03-03,19:56:12,five_cheese,L,veggie,18.5
8551,2015-003683,2015-03-03,19:56:12,peppr_salami,L,supreme,20.75
8552,2015-003683,2015-03-03,19:56:12,southw_ckn,L,chicken,20.75
8553,2015-003683,2015-03-03,19:56:12,classic_dlx,M,classic,16.0
8554,2015-003684,2015-03-03,19:59:11,brie_carre,S,supreme,23.65
8555,2015-003685,2015-03-03,20:05:12,ital_cpcllo,S,classic,12.0
8556,2015-003685,2015-03-03,20:05:12,pep_msh_pep,S,classic,11.0
8557,2015-003685,2015-03-03,20:05:12,mediterraneo,L,veggie,20.25
8558,2015-003686,2015-03-03,20:20:00,prsc_argla,L,supreme,20.75
8559,2015-003687,2015-03-03,20:25:37,sicilian,L,supreme,20.25
8560,2015-003688,2015-03-03,20:46:18,bbq_ckn,M,chicken,16.75
8561,2015-003688,2015-03-03,20:46:18,pep_msh_pep,S,classic,11.0
8562,2015-003689,2015-03-03,21:41:41,five_cheese,L,veggie,18.5
8563,2015-003689,2015-03-03,21:41:41,spicy_ital,M,supreme,16.5
8564,2015-003689,2015-03-03,21:41:41,five_cheese,L,veggie,18.5
8565,2015-003689,2015-03-03,21:41:41,ckn_alfredo,M,chicken,16.75
8566,2015-003690,2015-03-03,21:58:18,ckn_pesto,L,chicken,20.75
8567,2015-003690,2015-03-03,21:58:18,soppressata,M,supreme,16.5
8568,2015-003691,2015-03-04,11:23:00,prsc_argla,S,supreme,12.5
8569,2015-003691,2015-03-04,11:23:00,sicilian,L,supreme,20.25
8570,2015-003691,2015-03-04,11:23:00,bbq_ckn,L,chicken,20.75
8571,2015-003691,2015-03-04,11:23:00,mexicana,L,veggie,20.25
8572,2015-003692,2015-03-04,11:31:04,peppr_salami,L,supreme,20.75
8573,2015-003692,2015-03-04,11:31:04,classic_dlx,S,classic,12.0
8574,2015-003692,2015-03-04,11:31:04,ital_supr,M,supreme,16.5
8575,2015-003692,2015-03-04,11:31:04,hawaiian,M,classic,13.25
8576,2015-003692,2015-03-04,11:31:04,ckn_alfredo,L,chicken,20.75
8577,2015-003692,2015-03-04,11:31:04,thai_ckn,M,chicken,16.75
8578,2015-003692,2015-03-04,11:31:04,pep_msh_pep,S,classic,11.0
8579,2015-003693,2015-03-04,11:34:38,classic_dlx,L,classic,20.5
8580,2015-003694,2015-03-04,11:38:17,calabrese,M,supreme,16.25
8581,2015-003695,2015-03-04,12:02:42,ital_cpcllo,L,classic,20.5
8582,2015-003696,2015-03-04,12:07:09,hawaiian,S,classic,10.5
8583,2015-003697,2015-03-04,12:19:37,napolitana,M,classic,16.0
8584,2015-003697,2015-03-04,12:19:37,green_garden,M,veggie,16.0
8585,2015-003697,2015-03-04,12:19:37,ital_veggie,M,veggie,16.75
8586,2015-003698,2015-03-04,12:28:30,ital_cpcllo,M,classic,16.0
8587,2015-003698,2015-03-04,12:28:30,mediterraneo,L,veggie,20.25
8588,2015-003699,2015-03-04,12:29:54,big_meat,S,classic,12.0
8589,2015-003699,2015-03-04,12:29:54,southw_ckn,M,chicken,16.75
8590,2015-003699,2015-03-04,12:29:54,southw_ckn,L,chicken,20.75
8591,2015-003700,2015-03-04,12:32:19,pepperoni,M,classic,12.5
8592,2015-003700,2015-03-04,12:32:19,calabrese,M,supreme,16.25
8593,2015-003701,2015-03-04,12:51:21,four_cheese,L,veggie,17.95
8594,2015-003702,2015-03-04,12:53:29,bbq_ckn,L,chicken,20.75
8595,2015-003702,2015-03-04,12:53:29,spinach_fet,S,veggie,12.0
8596,2015-003702,2015-03-04,12:53:29,ital_cpcllo,M,classic,16.0
8597,2015-003702,2015-03-04,12:53:29,the_greek,M,classic,16.0
8598,2015-003702,2015-03-04,12:53:29,classic_dlx,L,classic,20.5
8599,2015-003702,2015-03-04,12:53:29,peppr_salami,L,supreme,20.75
8600,2015-003702,2015-03-04,12:53:29,five_cheese,L,veggie,18.5
8601,2015-003702,2015-03-04,12:53:29,ital_cpcllo,S,classic,12.0
8602,2015-003703,2015-03-04,12:59:51,brie_carre,S,supreme,23.65
8603,2015-003703,2015-03-04,12:59:51,bbq_ckn,L,chicken,20.75
8604,2015-003703,2015-03-04,12:59:51,calabrese,M,supreme,16.25
8605,2015-003704,2015-03-04,13:06:24,hawaiian,S,classic,10.5
8606,2015-003705,2015-03-04,13:15:42,classic_dlx,S,classic,12.0
8607,2015-003705,2015-03-04,13:15:42,prsc_argla,M,supreme,16.5
8608,2015-003705,2015-03-04,13:15:42,ckn_pesto,L,chicken,20.75
8609,2015-003705,2015-03-04,13:15:42,ital_veggie,M,veggie,16.75
8610,2015-003705,2015-03-04,13:15:42,mexicana,M,veggie,16.0
8611,2015-003706,2015-03-04,13:17:31,napolitana,L,classic,20.5
8612,2015-003707,2015-03-04,13:20:21,hawaiian,L,classic,16.5
8613,2015-003708,2015-03-04,13:23:35,peppr_salami,S,supreme,12.5
8614,2015-003709,2015-03-04,13:26:50,southw_ckn,L,chicken,20.75
8615,2015-003709,2015-03-04,13:26:50,sicilian,L,supreme,20.25
8616,2015-003709,2015-03-04,13:26:50,sicilian,L,supreme,20.25
8617,2015-003710,2015-03-04,13:48:40,pep_msh_pep,M,classic,14.5
8618,2015-003710,2015-03-04,13:48:40,pep_msh_pep,M,classic,14.5
8619,2015-003710,2015-03-04,13:48:40,ital_veggie,S,veggie,12.75
8620,2015-003710,2015-03-04,13:48:40,thai_ckn,L,chicken,20.75
8621,2015-003710,2015-03-04,13:48:40,prsc_argla,S,supreme,12.5
8622,2015-003710,2015-03-04,13:48:40,peppr_salami,L,supreme,20.75
8623,2015-003710,2015-03-04,13:48:40,sicilian,L,supreme,20.25
8624,2015-003710,2015-03-04,13:48:40,cali_ckn,M,chicken,16.75
8625,2015-003710,2015-03-04,13:48:40,southw_ckn,M,chicken,16.75
8626,2015-003710,2015-03-04,13:48:40,bbq_ckn,L,chicken,20.75
8627,2015-003710,2015-03-04,13:48:40,cali_ckn,L,chicken,20.75
8628,2015-003711,2015-03-04,13:51:43,southw_ckn,S,chicken,12.75
8629,2015-003712,2015-03-04,14:15:54,thai_ckn,S,chicken,12.75
8630,2015-003713,2015-03-04,14:45:20,mexicana,M,veggie,16.0
8631,2015-003713,2015-03-04,14:45:20,hawaiian,S,classic,10.5
8632,2015-003713,2015-03-04,14:45:20,cali_ckn,L,chicken,20.75
8633,2015-003713,2015-03-04,14:45:20,bbq_ckn,M,chicken,16.75
8634,2015-003714,2015-03-04,14:47:48,hawaiian,L,classic,16.5
8635,2015-003715,2015-03-04,14:51:20,veggie_veg,M,veggie,16.0
8636,2015-003715,2015-03-04,14:51:20,ckn_alfredo,M,chicken,16.75
8637,2015-003715,2015-03-04,14:51:20,ital_supr,L,supreme,20.75
8638,2015-003716,2015-03-04,14:57:58,napolitana,S,classic,12.0
8639,2015-003716,2015-03-04,14:57:58,hawaiian,S,classic,10.5
8640,2015-003717,2015-03-04,15:38:29,cali_ckn,S,chicken,12.75
8641,2015-003717,2015-03-04,15:38:29,ital_supr,M,supreme,16.5
8642,2015-003718,2015-03-04,15:57:13,spinach_fet,M,veggie,16.0
8643,2015-003719,2015-03-04,16:09:26,ital_cpcllo,M,classic,16.0
8644,2015-003720,2015-03-04,16:10:09,ckn_pesto,M,chicken,16.75
8645,2015-003721,2015-03-04,16:15:28,classic_dlx,S,classic,12.0
8646,2015-003722,2015-03-04,16:21:46,calabrese,M,supreme,16.25
8647,2015-003723,2015-03-04,16:29:02,thai_ckn,M,chicken,16.75
