,date,day,dm,ddm,bp,cd,dy,sf
318,810407,tuesday,0.4706,0.016065462806599998,2.199,0.8433,0.0046890000000000005,0.515
319,810408,wednesday,0.4672,-0.00725104477924,2.19,0.8428,0.004676,0.5133
320,810409,thursday,0.4671,-0.00021406400595500003,2.191,0.8448,0.0046689999999999995,0.5133
321,810410,friday,0.4641,-0.006443321260930001,2.176,0.8416,0.004644,0.5092
322,810413,monday,0.4627,-0.00302115033418,2.175,0.8389,0.004633,0.5068
323,810414,tuesday,0.4605,-0.00476604021759,2.171,0.8364,0.00464,0.5055
324,810415,wednesday,0.4568,-0.00806719735356,2.1515,0.8344,0.00461,0.4997
325,810416,thursday,0.457,0.000437732552404,2.157,0.8363,0.004604,0.501
326,810417,friday,0.4566,-0.0008756567985099999,2.154,0.8335,0.0045969999999999995,0.5005
327,810420,monday,0.4596,0.006548811878909999,2.173,0.8373,0.004588,0.5056
328,810421,tuesday,0.4597,0.000217556837582,2.178,0.8371,0.004582,0.5045
329,810422,wednesday,0.4614,0.00369124292747,2.182,0.8364,0.004602,0.5049
330,810423,thursday,0.4595,-0.0041264039439099995,2.171,0.8387,0.004646,0.505
331,810424,friday,0.4574,-0.0045806602070600005,2.1590000000000003,0.8362,0.004664,0.5007
332,810427,monday,0.4571,-0.000656096250982,2.1565,0.838,0.004703,0.5015
333,810428,tuesday,0.4546,-0.00548427391926,2.145,0.8364,0.0046700000000000005,0.5005
334,810429,wednesday,0.4531,-0.00330505974535,2.147,0.8353,0.004659,0.496
335,810430,thursday,0.4515,-0.00353747881605,2.1355,0.835,0.004618,0.4938
336,810501,friday,0.4541,0.0057420652468699995,2.147,0.8353,0.004644,0.4957
337,810504,monday,0.4468,-0.016206370908899998,2.12,0.8340000000000001,0.004601,0.4881
338,810505,tuesday,0.4428,-0.008992866360559999,2.1185,0.8332,0.004589,0.4855
339,810506,wednesday,0.4425,-0.000677736386498,2.115,0.8328,0.004618,0.4847
340,810507,thursday,0.4411,-0.0031688573370899998,2.1085,0.8348,0.0045850000000000005,0.484
341,810508,friday,0.4435,0.00542619463874,2.1225,0.833,0.004601,0.4878
342,810511,monday,0.4371,-0.0145357998804,2.0980000000000003,0.8320000000000001,0.004582,0.4812
343,810512,tuesday,0.43700000000000006,-0.00022880677367900003,2.0925,0.8322,0.004555,0.4835
344,810513,wednesday,0.434,-0.006888660995189999,2.0725,0.8316,0.004525,0.4803
345,810514,thursday,0.4348,0.00184162114665,2.0775,0.8329,0.004515,0.4823
346,810515,friday,0.4321,-0.00622911230917,2.076,0.8319,0.00448,0.4834
347,810518,monday,0.4349,0.00645907666571,2.089,0.8347,0.004519,0.4889
348,810519,tuesday,0.4319,-0.0069220396369399995,2.0709999999999997,0.8321,0.004504,0.4849
349,810520,wednesday,0.4372,0.0121966763357,2.0915,0.8321,0.004553,0.4898
350,810521,thursday,0.4318,-0.0124282382217,2.073,0.8327,0.004494,0.4854
351,810522,friday,0.4319,0.00023156188594799997,2.0705,0.8327,0.004492,0.4825
352,810526,tuesday,0.428,-0.009070884384860001,2.0595,0.8322,0.004453,0.4816
353,810527,wednesday,0.4288,0.0018674141748,2.069,0.8308,0.004452,0.4811
354,810528,thursday,0.4308,0.00465333552564,2.07,0.8322,0.004464,0.4825
355,810529,friday,0.429,-0.00418702635422,2.0709999999999997,0.8307,0.004471,0.4818
356,810601,monday,0.4253,-0.00866211666843,2.053,0.8286,0.00447,0.4784
357,810602,tuesday,0.424,-0.0030613470276300006,2.042,0.8281,0.004478,0.4789
358,810603,wednesday,0.4207,-0.00781346463548,1.989,0.8273,0.004454,0.4746
359,810604,thursday,0.4146,-0.014605790594799998,1.9595,0.8284,0.004409000000000001,0.4672
360,810605,friday,0.4132,-0.0033824627562,1.9169999999999998,0.8278,0.004385,0.4672
361,810608,monday,0.4135,0.0007257772182629999,1.925,0.8292,0.004374,0.4708
362,810609,tuesday,0.4184,0.011780398287,1.9525,0.831,0.004405,0.4759
363,810610,wednesday,0.4201,0.00405486542462,1.965,0.8295,0.0044210000000000005,0.4768
364,810611,thursday,0.4161,-0.00956716218644,1.9555,0.831,0.0044469999999999996,0.4734
365,810612,friday,0.4182,0.00503417100564,1.9545,0.8294,0.004475,0.478
366,810615,monday,0.4273,0.021526555655400004,1.9875,0.8312,0.004535,0.4888
367,810616,tuesday,0.4258,-0.0035165901905999998,1.9969999999999999,0.8304,0.004541,0.4884
368,810617,wednesday,0.4251,-0.00164531709463,1.996,0.8291,0.004517,0.4873
369,810618,thursday,0.4212,-0.00921665510492,1.9735,0.8296,0.004483,0.4827
370,810619,friday,0.4214,0.00047472111026799997,1.9775,0.8307,0.004482,0.4842
371,810622,monday,0.425,0.008506667554330001,2.003,0.8333,0.004497999999999999,0.4885
372,810623,tuesday,0.4216,-0.008032171697260001,1.984,0.8334,0.004484,0.4901
373,810624,wednesday,0.4228,0.0028422567689299996,1.97,0.8323,0.004476,0.4933
374,810625,thursday,0.4171,-0.0135732527932,1.939,0.8325,0.00442,0.4889
375,810626,friday,0.4192,0.00502213180393,1.956,0.8325,0.004464,0.4945
376,810629,monday,0.4178,-0.00334528388437,1.9475,0.8329,0.004442,0.4911
377,810630,tuesday,0.4168,-0.00239635868331,1.92,0.8320000000000001,0.004384000000000001,0.4866
378,810701,wednesday,0.4147,-0.00505112318682,1.892,0.8313,0.004391,0.4826
379,810702,thursday,0.4147,0.0,1.8969999999999998,0.8322,0.004406,0.4819
380,810703,friday,0.4142,-0.0012064182908499998,1.8895,0.8316,0.004377000000000001,0.4823
381,810706,monday,0.4081,-0.0148367065497,1.8969999999999998,0.8319,0.004351,0.4775
382,810707,tuesday,0.4079,-0.000490196088247,1.8955,0.8307,0.004365,0.4773
383,810708,wednesday,0.4046,-0.00812312158987,1.881,0.8298,0.004359,0.4734
384,810709,thursday,0.4084,0.009348161556870002,1.8980000000000001,0.8301,0.004375,0.4782
385,810710,friday,0.4101,0.0041539461075,1.895,0.8308,0.004376,0.4807
386,810713,monday,0.4099,-0.0004878048877219999,1.8659999999999999,0.8304,0.004357,0.4791
387,810714,tuesday,0.41200000000000003,0.005110121839229999,1.8769999999999998,0.8304,0.004339,0.4807
388,810715,wednesday,0.4159,0.009421497399340001,1.892,0.8296,0.004332,0.4837
389,810716,thursday,0.413,-0.006997253787829999,1.879,0.8298,0.004301,0.4791
390,810717,friday,0.4117,-0.00315266418517,1.8805,0.8295,0.0043100000000000005,0.4786
391,810720,monday,0.4078,-0.0095180706355,1.854,0.8248,0.004279,0.4752
392,810721,tuesday,0.4065,-0.0031929291524899995,1.8530000000000002,0.8248,0.004264,0.4734
393,810722,wednesday,0.4099,0.008329298522430001,1.859,0.8221,0.004252000000000001,0.4757
394,810723,thursday,0.4085,-0.00342131321023,1.8545,0.8214,0.004255,0.4723
395,810724,friday,0.4105,0.00488401459243,1.8630000000000002,0.8214,0.004267,0.4757
396,810727,monday,0.4084,-0.0051288426019700005,1.855,0.8153,0.004229999999999999,0.4716
397,810728,tuesday,0.4073,-0.0026970716361399997,1.8559999999999999,0.8145,0.004195,0.4705
398,810729,wednesday,0.4065,-0.0019660856665,1.8545,0.815,0.0041990000000000005,0.4712
399,810730,thursday,0.4066,0.00024597220638099997,1.8625,0.8113,0.004182,0.4691
400,810731,friday,0.4035,-0.00765341348424,1.834,0.8095,0.004155,0.4646
401,810803,monday,0.3937,-0.024587289760300002,1.8025,0.8052,0.00406,0.4541
402,810804,tuesday,0.3968,0.00784317746103,1.8035,0.8041,0.004074,0.4559
403,810805,wednesday,0.3987,0.00477687897659,1.8090000000000002,0.8077,0.004162,0.4604
404,810806,thursday,0.3966,-0.00528103830161,1.801,0.8087,0.004189,0.4574
405,810807,friday,0.3943,-0.0058161752021099996,1.7930000000000001,0.8058,0.004264,0.457
406,810810,monday,0.3883,-0.015333804146,1.771,0.8071,0.004228,0.4535
407,810811,tuesday,0.3929,0.011776889826799999,1.786,0.813,0.004246,0.4587
408,810812,wednesday,0.3971,0.0106330115728,1.81,0.8123,0.004327,0.4618
409,810813,thursday,0.3961,-0.0025214335093299996,1.804,0.8121,0.004301,0.4589
410,810814,friday,0.3952,-0.0022747387541599997,1.8015,0.8156,0.00428,0.4551
411,810817,monday,0.4015,0.0158155675131,1.8255,0.8202,0.004365,0.4608
412,810818,tuesday,0.3995,-0.00499376818049,1.8235,0.8233,0.004359,0.4585
413,810819,wednesday,0.4034,0.00971486031378,1.851,0.8254,0.004354,0.4642
414,810820,thursday,0.4032,-0.000495908762952,1.854,0.8262,0.004361,0.4631
415,810821,friday,0.4092,0.0147713173203,1.8980000000000001,0.8298,0.0043950000000000005,0.473
416,810824,monday,0.4016,-0.0187474657,1.8419999999999999,0.8276,0.004361,0.4629
417,810825,tuesday,0.4006,-0.0024931451458,1.8315,0.8248,0.004353,0.4608
418,810826,wednesday,0.4056,0.012404029045299999,1.8425,0.8240000000000001,0.004345,0.4659
419,810827,thursday,0.4032,-0.00593473551981,1.829,0.83,0.004332,0.465
420,810828,friday,0.4082,0.012324533618600001,1.849,0.8329,0.004366,0.4692
421,810831,monday,0.4062,-0.00491160122946,1.835,0.831,0.004309,0.4632
422,810901,tuesday,0.4079,0.00417639717723,1.8385,0.8319,0.004345,0.465
423,810902,wednesday,0.4125,0.0112141594512,1.85,0.8359,0.004357,0.4675
424,810903,thursday,0.4139,0.0033881929799499996,1.848,0.8364,0.004351,0.4755
425,810904,friday,0.4145,0.00144857582066,1.8330000000000002,0.8355,0.0043560000000000005,0.4777
426,810908,tuesday,0.4098,-0.0114037387706,1.785,0.8305,0.0042899999999999995,0.4721
427,810909,wednesday,0.4136,0.00923008738942,1.7930000000000001,0.8305,0.0042840000000000005,0.4784
428,810910,thursday,0.4146,0.00241487680746,1.7975,0.8281,0.00432,0.4826
429,810911,friday,0.4177,0.00744927150145,1.791,0.8322,0.004323,0.4887
430,810914,monday,0.4239,0.014734106855500001,1.805,0.8336,0.004407,0.4976
431,810915,tuesday,0.429,0.0119593405694,1.839,0.8333,0.004415,0.5017
432,810916,wednesday,0.4341,0.011818003377499999,1.8545,0.8303,0.004397,0.5025
433,810917,thursday,0.4347,0.0013812156892,1.831,0.8325,0.004391,0.5063
434,810918,friday,0.4432,0.0193649974383,1.8385,0.8343,0.004418,0.5141
435,810921,monday,0.4468,0.00808993176197,1.8425,0.8366,0.004444,0.523
436,810922,tuesday,0.4378,-0.0203488821063,1.831,0.8343,0.004399,0.5109
437,810923,wednesday,0.4332,-0.010562669961899999,1.8035,0.8345,0.004381,0.5096
438,810924,thursday,0.4329,-0.000692760678901,1.797,0.8358,0.004385,0.509
439,810925,friday,0.4278,-0.0118509577996,1.774,0.8316,0.004344,0.5037
440,810928,monday,0.4342,0.0148494607959,1.8030000000000002,0.8320000000000001,0.004334,0.5108
441,810929,tuesday,0.4307,-0.008093465384130001,1.7925,0.8307,0.004293,0.505
442,810930,wednesday,0.431,0.0006962980436830002,1.8125,0.8295,0.004293,0.5063
443,811001,thursday,0.4304,-0.0013930812561700001,1.834,0.8298,0.004288,0.5073
444,811002,friday,0.4375,0.0163616969501,1.827,0.8309,0.004344,0.5194
445,811005,monday,0.4486,0.025054916288400005,1.858,0.8340000000000001,0.004370000000000001,0.5279
446,811006,tuesday,0.4438,-0.0107576115876,1.848,0.8336,0.004344,0.5249
447,811007,wednesday,0.4496,0.012984288081,1.8785,0.8331,0.004369,0.5316
448,811008,thursday,0.4549,0.0117193159965,1.903,0.8351,0.004383,0.5379
449,811009,friday,0.4552,0.0006592682361629999,1.896,0.8364,0.004411,0.5428
450,811013,tuesday,0.4482,-0.0154973214453,1.8559999999999999,0.8341,0.004368,0.5353
451,811014,wednesday,0.4514,0.0071143030166100005,1.8595,0.8323,0.004372,0.5396
452,811015,thursday,0.4468,-0.0102427971884,1.8355,0.8320000000000001,0.004325,0.5327
453,811016,friday,0.4468,0.0,1.834,0.8311,0.004324000000000001,0.5339
454,811019,monday,0.4473,0.00111844324376,1.83,0.8329,0.004299,0.5359
455,811020,tuesday,0.444,-0.007404948006579999,1.8205,0.8314,0.004298,0.531
456,811021,wednesday,0.4391,-0.011097384864600001,1.815,0.8296,0.004273,0.5265
457,811022,thursday,0.4398,0.00159290055299,1.8235,0.8301,0.0042899999999999995,0.5305
458,811023,friday,0.4397,-0.00022740193389600002,1.8230000000000002,0.8302,0.004302,0.5291
459,811026,monday,0.4324,-0.016741590421700002,1.8125,0.8271,0.004232,0.5205
460,811027,tuesday,0.4343,0.00438445377572,1.8159999999999998,0.8276,0.004262,0.5254
461,811028,wednesday,0.435,0.00161049154791,1.8215,0.8271,0.004257,0.5302
462,811029,thursday,0.4424,0.0168684191194,1.845,0.83,0.004265,0.5398
463,811030,friday,0.4484,0.013471240989899998,1.8730000000000002,0.8327,0.004297,0.5503
464,811102,monday,0.4478,-0.0013389870333499999,1.865,0.8314,0.004353,0.5521
465,811103,tuesday,0.4528,0.0111038227243,1.88,0.8331,0.004374,0.5563
466,811104,wednesday,0.4508,-0.00442674472335,1.8719999999999999,0.8368,0.0043950000000000005,0.5575
467,811105,thursday,0.4495,-0.00288792825395,1.8725,0.8368,0.004367,0.5586
468,811106,friday,0.4502,0.0015560745609600002,1.8780000000000001,0.8384,0.004368,0.5583
469,811109,monday,0.4519,0.0037689879446,1.8869999999999998,0.8383,0.004391,0.563
470,811110,tuesday,0.4484,-0.00777522521923,1.864,0.8385,0.0043560000000000005,0.5583
471,811112,thursday,0.4513,0.00644661563495,1.9,0.8411,0.004397,0.568
472,811113,friday,0.4515,0.00044306602408499993,1.9125,0.8411,0.00441,0.5714
473,811116,monday,0.4454,-0.0136026180338,1.8945,0.8417,0.004416,0.5611
474,811117,tuesday,0.4458,0.0008976661285010001,1.892,0.8433,0.004462,0.5586
475,811118,wednesday,0.4486,0.00626120113434,1.926,0.8453,0.0045049999999999995,0.5627
476,811119,thursday,0.4436,-0.0112083666099,1.8995,0.8443,0.004511,0.5518
477,811120,friday,0.4429,-0.00157924454706,1.9035,0.8441,0.004591,0.5524
478,811123,monday,0.4441,0.0027057513689,1.9055,0.8453,0.0045969999999999995,0.5538
479,811124,tuesday,0.4494,0.0118635974532,1.93,0.8476,0.004652,0.5619
480,811125,wednesday,0.4478,-0.00356665558657,1.932,0.8486,0.0046159999999999994,0.5614
481,811127,friday,0.4533,0.0122074537821,1.965,0.8499,0.004646,0.5676
482,811130,monday,0.4536,0.0006615944667389999,1.966,0.85,0.004681,0.5668
483,811201,tuesday,0.4492,-0.00974752954925,1.9515,0.8489,0.0046229999999999995,0.5599
484,811202,wednesday,0.4509,0.00377736256275,1.95,0.8493,0.004656,0.5614
485,811203,thursday,0.4483,-0.0057829342656400004,1.9365,0.8463,0.004614,0.5579999999999999
486,811204,friday,0.4486,0.000668970924714,1.935,0.8482,0.004618,0.5579999999999999
487,811207,monday,0.4466,-0.00446828268005,1.943,0.8452,0.004611,0.5529999999999999
488,811208,tuesday,0.4451,-0.0033643633842500003,1.932,0.8452,0.004588,0.5464
489,811209,wednesday,0.445,-0.000224693855568,1.921,0.8445,0.004563,0.544
490,811210,thursday,0.4442,-0.00179937070591,1.9,0.8427,0.004579,0.5439
491,811211,friday,0.44,-0.009500184548020001,1.8719999999999999,0.8394,0.004556,0.5411
492,811214,monday,0.4401,0.000227246904739,1.868,0.8382,0.004536999999999999,0.5449
493,811215,tuesday,0.4422,0.004760294606300001,1.895,0.8401,0.004605,0.5464
494,811216,wednesday,0.4391,-0.00703509085567,1.889,0.8396,0.0045850000000000005,0.5494
495,811217,thursday,0.4391,0.0,1.8835,0.8412,0.0045850000000000005,0.5494
496,811218,friday,0.4385,-0.0013673657554300002,1.8825,0.8416,0.004557,0.5485
497,811221,monday,0.4381,-0.000912616992385,1.8769999999999998,0.8441,0.00455,0.5503
498,811222,tuesday,0.4409,0.00637089754404,1.89,0.8463,0.004562,0.5524
499,811223,wednesday,0.4398,-0.00249801424323,1.892,0.8488,0.004526,0.5506
500,811224,thursday,0.4415,0.00385794192335,1.89,0.8445,0.004499,0.5509
501,811228,monday,0.4399,-0.0036305916893400003,1.8925,0.8471,0.004484,0.5524
502,811229,tuesday,0.4407,0.00181694349327,1.8980000000000001,0.8440000000000001,0.004502,0.5558
503,811230,wednesday,0.4439,0.00723493999205,1.91,0.8424,0.004549,0.5561
504,811231,thursday,0.4466,0.00606402756607,1.91,0.843,0.004545,0.5592
505,820104,monday,0.4471,0.0011189438338800003,1.9365,0.8428,0.004581,0.5586
506,820105,tuesday,0.4443,-0.00628227329807,1.925,0.8434,0.004566,0.5558
507,820106,wednesday,0.4438,-0.00112599944337,1.9185,0.8421,0.004536,0.5514
508,820107,thursday,0.442,-0.0040641284208,1.92,0.8421,0.004504,0.5464
509,820108,friday,0.4422,0.000452386345648,1.9080000000000001,0.8426,0.004519,0.5461
510,820111,monday,0.4363,-0.0134321882938,1.883,0.8404,0.0044740000000000005,0.5376
511,820112,tuesday,0.4376,0.0029751709782100005,1.876,0.8404,0.004483,0.5399
512,820113,wednesday,0.4329,-0.010798496659799999,1.8559999999999999,0.8382,0.004446,0.5347
513,820114,thursday,0.4341,0.00276816785761,1.8619999999999999,0.8381,0.004451,0.5402
514,820115,friday,0.4321,-0.00461787936766,1.87,0.8375,0.004453,0.5382
515,820118,monday,0.4363,0.00967303719168,1.8895,0.8373,0.004444,0.542
516,820119,tuesday,0.4345,-0.00413413542412,1.89,0.8371,0.0044329999999999994,0.5399
517,820120,wednesday,0.4337,-0.00184289386413,1.8869999999999998,0.8385,0.004441,0.5387
518,820121,thursday,0.4337,0.0,1.8730000000000002,0.838,0.004415,0.5393
519,820122,friday,0.4321,-0.0036960079034299995,1.868,0.8369,0.004405,0.5387
520,820125,monday,0.429,-0.007200124009869999,1.8555,0.8361,0.004366,0.5361
521,820126,tuesday,0.4317,0.006273983633409999,1.87,0.8364,0.004382,0.5406
522,820127,wednesday,0.4301,-0.00371316277174,1.868,0.8351,0.004347,0.539
523,820128,thursday,0.429,-0.0025608208616700002,1.8725,0.8352,0.004327,0.5382
524,820129,friday,0.4306,0.00372266600225,1.88,0.8357,0.004382,0.5414
525,820201,monday,0.4246,-0.0140320356611,1.858,0.8298,0.004289,0.5314
526,820202,tuesday,0.4245,-0.00023554351775400002,1.8585,0.8289,0.004268,0.5284
527,820203,wednesday,0.4243,-0.00047125354312300006,1.8630000000000002,0.8293,0.00427,0.5282
528,820204,thursday,0.4269,0.00610904155564,1.8719999999999999,0.8290000000000001,0.0042899999999999995,0.5319
529,820205,friday,0.4268,-0.00023427433631799998,1.867,0.8289,0.004275999999999999,0.5313
530,820208,monday,0.4228,-0.00941626543152,1.8555,0.8246,0.004249,0.5263
531,820209,tuesday,0.4222,-0.00142011858186,1.8495,0.8227,0.0042369999999999994,0.5238
532,820210,wednesday,0.4231,0.0021294223118,1.8545,0.8253,0.004246,0.5274
533,820211,thursday,0.4213,-0.00426338874105,1.8445,0.8254,0.004235,0.5257
534,820212,friday,0.4192,-0.004997035978140001,1.84,0.8242,0.004190999999999999,0.5235
535,820216,tuesday,0.4188,-0.0009546540104510001,1.839,0.823,0.004171,0.5243
536,820217,wednesday,0.4172,-0.0038277558697600005,1.8359999999999999,0.8218,0.004175,0.5227
537,820218,thursday,0.4231,0.014042834599399999,1.8555,0.8233,0.004253,0.5299
538,820219,friday,0.4234,0.000708800974743,1.85,0.8216,0.004277,0.5305
539,820222,monday,0.4258,0.005652393758609999,1.849,0.8204,0.004324000000000001,0.5353
540,820223,tuesday,0.4229,-0.00683400798094,1.8315,0.8192,0.00427,0.5333
541,820224,wednesday,0.4229,0.0,1.8355,0.8207,0.004272,0.5341
542,820225,thursday,0.4207,-0.0052157538819700006,1.8295,0.8175,0.004227000000000001,0.5305
543,820226,friday,0.4175,-0.00763544630557,1.817,0.8219,0.004207,0.5252
544,820301,monday,0.4193,0.004302109885810001,1.825,0.8156,0.004195,0.5293
545,820302,tuesday,0.42200000000000004,0.00641865985929,1.8135,0.8169,0.004224,0.5344
546,820303,wednesday,0.4214,-0.00142281266592,1.8230000000000002,0.8178,0.004219,0.5321
547,820304,thursday,0.4246,0.00756504789907,1.8359999999999999,0.8224,0.004254,0.5373
548,820305,friday,0.4263,0.00399577450201,1.8245,0.8248,0.004259000000000001,0.5414
549,820308,monday,0.4241,-0.00517404729062,1.806,0.8221,0.004242,0.5399
550,820309,tuesday,0.4222,-0.004490141066319999,1.808,0.8251,0.00421,0.536
551,820310,wednesday,0.4245,0.00543287033718,1.8130000000000002,0.8259,0.004215,0.5393
552,820311,thursday,0.42100000000000004,-0.00827917206902,1.8019999999999998,0.8252,0.00417,0.5333
553,820312,friday,0.4206,-0.000950570413782,1.797,0.8214,0.004173,0.5307
554,820315,monday,0.4225,0.00450718352863,1.818,0.8227,0.004174000000000001,0.5356
555,820316,tuesday,0.4204,-0.004982807794430001,1.805,0.8220000000000001,0.004135,0.53
556,820317,wednesday,0.4212,0.00190114125702,1.8090000000000002,0.8229,0.004136,0.5314
557,820318,thursday,0.4202,-0.00237699184892,1.8055,0.8208,0.0041259999999999995,0.5296
558,820319,friday,0.4204,0.000475850591896,1.8035,0.8193,0.004093,0.5282
559,820322,monday,0.4168,-0.00860014856364,1.7985,0.8191,0.004065999999999999,0.5231
560,820323,tuesday,0.4204,0.00860014856364,1.8125,0.8181,0.004092,0.5288
561,820324,wednesday,0.418,-0.005725206478039999,1.8015,0.8168,0.004104,0.5263
562,820325,thursday,0.418,0.0,1.79,0.8149,0.004079,0.5241
563,820326,friday,0.4174,-0.00143643788166,1.786,0.8136,0.004037,0.5224
564,820329,monday,0.4151,-0.005525539584109999,1.7815,0.813,0.004054,0.5182
565,820330,tuesday,0.414,-0.00265348123368,1.781,0.8137,0.004053,0.5162
566,820331,wednesday,0.4142,0.00048297513616900003,1.784,0.8144,0.004036,0.517
567,820401,thursday,0.4166,0.005777579865390001,1.786,0.8157,0.004068,0.5154
568,820402,friday,0.4171,0.00119947237603,1.7890000000000001,0.8157,0.004054,0.5151
569,820405,monday,0.4142,-0.0069770522414199995,1.766,0.8141,0.00402,0.5115
570,820406,tuesday,0.4144,0.00048274198379,1.7519999999999998,0.8124,0.004029,0.5086
571,820407,wednesday,0.4142,-0.00048274198379,1.7619999999999998,0.8118,0.004071,0.509
572,820408,thursday,0.4132,-0.002417211716,1.7575,0.8118,0.004026,0.5037
573,820409,friday,0.4129,-0.0007263043534389998,1.7545,0.8118,0.004032,0.5037
574,820412,monday,0.4137,0.0019356405753200002,1.7675,0.8138,0.004035,0.5055
575,820413,tuesday,0.4142,0.0012078754941199999,1.7719999999999998,0.8166,0.004045,0.5102
576,820414,wednesday,0.4135,-0.0016914344977400002,1.7645,0.8188,0.004043,0.5089
577,820415,thursday,0.4126,-0.00217891382659,1.761,0.8187,0.004027,0.5055
578,820416,friday,0.4136,0.00242072255707,1.761,0.8193,0.004044,0.507
579,820419,monday,0.4151,0.00362013186477,1.7715,0.8201,0.004086,0.5103
580,820420,tuesday,0.4169,0.0043269298277600005,1.7690000000000001,0.8178,0.004111,0.5126
581,820421,wednesday,0.4175,0.00143815940416,1.7785,0.8170000000000001,0.004123,0.5107
582,820422,thursday,0.4171,-0.00095854308801,1.776,0.8167,0.004111999999999999,0.5081
583,820423,friday,0.4194,0.00549911726492,1.7725,0.8173,0.004151,0.5082
584,820426,monday,0.4213,0.004520050517149999,1.7765,0.8177,0.004195,0.5105
585,820427,tuesday,0.4231,0.00426338874105,1.7855,0.8153,0.004211,0.5138
586,820428,wednesday,0.4242,0.0025964844045599997,1.785,0.8163,0.00421,0.5125
587,820429,thursday,0.4278,0.00845075451772,1.7919999999999998,0.8192,0.004253,0.5119
588,820430,friday,0.429,0.00280112227971,1.81,0.8183,0.004233,0.5112
589,820503,monday,0.4273,-0.00397057627804,1.8135,0.8153,0.004222999999999999,0.5117
590,820504,tuesday,0.4281,0.0018704705009200003,1.804,0.8171,0.004229,0.5133
591,820505,wednesday,0.4323,0.009762978522690001,1.805,0.8175,0.004273,0.517
592,820506,thursday,0.4354,0.00714535712686,1.818,0.8195,0.004312,0.5265
593,820507,friday,0.4383,0.00663845862432,1.8345,0.8181,0.004302,0.5313
594,820510,monday,0.4357,-0.00594967430137,1.8319999999999999,0.8147,0.004263,0.5241
595,820511,tuesday,0.4388,0.00708979527768,1.8345,0.812,0.004313,0.5246
596,820512,wednesday,0.4367,-0.00479726790956,1.83,0.8058,0.004268,0.5177
597,820513,thursday,0.4324,-0.009895374726459998,1.818,0.8073,0.004228,0.5125
598,820514,friday,0.4329,0.00115566868288,1.818,0.8074,0.004255,0.5138
599,820517,monday,0.4301,-0.006489014658239999,1.8025,0.8068,0.0041979999999999995,0.5059
600,820518,tuesday,0.4321,0.0046393031482,1.8090000000000002,0.8082,0.004213000000000001,0.5076
601,820519,wednesday,0.4304,-0.00394203409031,1.7919999999999998,0.8087,0.004175,0.5045
602,820520,thursday,0.4336,0.007407441277859999,1.78,0.8128,0.004219,0.5091
603,820521,friday,0.4344,0.00184331849429,1.801,0.8099,0.004209,0.5108
604,820524,monday,0.4345,0.00023017608572099997,1.8055,0.809,0.004184,0.5104
605,820525,tuesday,0.4326,-0.00438243118649,1.8095,0.8098,0.004169,0.5099
606,820526,wednesday,0.4275,-0.0118592251421,1.797,0.8081,0.0041530000000000004,0.5064
607,820527,thursday,0.4279,0.0009352350459560002,1.797,0.8059,0.004122,0.5032
608,820528,friday,0.4257,-0.005154650588659999,1.7819999999999998,0.8038,0.004108,0.5003
609,820601,tuesday,0.4208,-0.0115772114106,1.7865,0.8004,0.00409,0.4928
610,820602,wednesday,0.4235,0.0063958526686099994,1.7945,0.8042,0.004096,0.4965
611,820603,thursday,0.4231,-0.0009449563660870001,1.795,0.8019,0.00411,0.4926
612,820604,friday,0.4231,0.0,1.795,0.7985,0.004103,0.4926
613,820607,monday,0.4211,-0.004738222558140001,1.7985,0.7966,0.004079,0.4944
614,820608,tuesday,0.4154,-0.0136284237259,1.778,0.7928,0.004035,0.4875
615,820609,wednesday,0.4151,-0.0007224563830189999,1.7745,0.7936,0.004032,0.4872
616,820610,thursday,0.414,-0.00265348123368,1.7619999999999998,0.7917,0.004007999999999999,0.4842
617,820611,friday,0.4197,0.0136741965142,1.785,0.7917,0.0040420000000000005,0.49200000000000005
618,820614,monday,0.4129,-0.0163347374475,1.774,0.7856,0.003993,0.4837
619,820615,tuesday,0.4129,0.0,1.7625,0.7821,0.003973,0.4812
620,820616,wednesday,0.4101,-0.00680440049403,1.7519999999999998,0.779,0.003946,0.4761
621,820617,thursday,0.4072,-0.0070965671617,1.7385,0.775,0.003913000000000001,0.4708
622,820618,friday,0.4052,-0.00492369286178,1.7380000000000002,0.7734,0.003912,0.4698
623,820621,monday,0.4057,0.0012331978378699998,1.745,0.7709999999999999,0.003897,0.4737
624,820622,tuesday,0.4034,-0.005685344692290001,1.7305,0.7686,0.003897,0.4732
625,820623,wednesday,0.4071,0.00913022998882,1.7435,0.7806,0.003941,0.4801
626,820624,thursday,0.4035,-0.00888236779893,1.73,0.7797,0.0039030000000000002,0.4739
627,820625,friday,0.4033,-0.000495785830681,1.725,0.7748,0.003889,0.4705
628,820628,monday,0.4025,-0.0019856050207,1.7309999999999999,0.7759999999999999,0.0038689999999999996,0.47100000000000003
629,820629,tuesday,0.4077,0.0128365129666,1.7425,0.7727,0.003927,0.47700000000000004
630,820630,wednesday,0.4051,-0.00639765961656,1.732,0.7742,0.003897,0.4743
631,820701,thursday,0.40700000000000003,0.0046792352339499995,1.7415,0.7779,0.003921,0.4784
632,820702,friday,0.40399999999999997,-0.00739830748144,1.735,0.7794,0.003894,0.4737
633,820706,tuesday,0.3992,-0.011952333523799999,1.7155,0.7734,0.003868,0.4683
